PSRJ,RAJD,RAJD_ERR,DECJD,DECJD_ERR,DM,P0,W50,astrometry_err,racsmatch
J1207-4508,181.83025,8.333333333333333e-05,-45.13586111111111,0.0001111111111111,84.5,1.7698278463853214,73.0,0.00013888888888888,
J1207-5050,181.84334966666663,2.916666666666666e-07,-50.84407777777778,2.7777777777777776e-07,50.64,0.0048427573228029,,4.0277777777777773e-07,
J1208-6238,182.05816666666664,0.00025,-62.63425,0.0001111111111111,,0.4405907236520865,,0.0002735793833832206,
J1210-5226,182.50379166666664,0.0002916666666666,-52.441222222222216,0.0001666666666666,,0.4241307488155048,,0.0003359274061790153,
J1210-5559,182.5249460833333,8.333333333333334e-08,-55.984402805555554,5.555555555555557e-08,174.347,0.2797678686534112,4.9,1.0015420209622194e-07,RACS_1221-56A_6209
J1210-6322,182.69491666666664,0.0004166666666666,-63.37247222222222,0.0001666666666666,547.0,1.16318571439,66.0,0.0004487637339277887,
J1210-6550,182.675,0.0012499999999999,-65.8346111111111,0.0005277777777777,37.0,4.237010216448514,33.0,0.001356852749090968,
J1211-6324,182.85075,0.0002916666666666,-63.41255555555556,0.0001388888888888,333.8,0.433083926199,11.0,0.0003230473152669296,
J1214-5830,183.5350833333333,8.333333333333333e-05,-58.50719444444445,2.777777777777778e-05,141.1,0.90982270118,8.0,8.784104611578831e-05,
J1215-5328,183.7525833333333,0.0002916666666666,-53.47544444444445,0.0001944444444444,163.0,0.6364141368,35.0,0.0003505397073366966,RACS_1221-56A_5640
J1216-6223,184.1748333333333,0.0005416666666666,-62.399166666666666,2.5e-05,790.0,0.3740530135812878,15.0,0.0005422432828331813,
J1216-6410,184.03058166666665,3.7499999999999992e-06,-64.16922944444445,2.222222222222222e-06,47.3933,0.0035393756584226,0.22,4.35898745179867e-06,RACS_1224-62A_4943
J1220-6318,185.07441666666665,0.0005416666666666,-63.312916666666666,0.0002777777777777,347.0,0.7892120120519117,56.0,0.0006087390833557697,
J1222-5738,185.71791666666664,0.0012499999999999,-57.638888888888886,0.0002777777777777,74.0,1.0811635266,7.4,0.0012804922857350088,
J1223-5856,185.91725,0.000125,-58.94691666666667,5.555555555555556e-05,233.0,0.28854142685,63.3,0.00013678969169161255,
J1224-6208,186.184375,0.0003333333333333,-62.14475,0.0001944444444444,454.2,0.5857612081215525,9.7,0.00038590122192911004,
J1224-6407,186.092725,2.5e-05,-64.13163055555555,1.1111111111111112e-05,97.686,0.2164797978701159,5.3,2.7357938338322515e-05,RACS_1224-62A_4213
J1225-5556,186.43261249999995,1.6666666666666664e-05,-55.94531666666666,1.1111111111111112e-05,125.835,1.018452868182,20.0,2.0030840419244382e-05,
J1225-6035,186.36929166666664,0.0002083333333333,-60.59377777777778,8.333333333333333e-05,176.1,0.626323941978,3.1,0.00022438186696390673,
J1225-6408,186.42833333333328,0.0008333333333333,-64.14527777777778,0.0002777777777777,415.1,0.4196177915,4.5,0.0008784104611578269,RACS_1224-62A_4105
J1226+0005,186.56,0.0008333333333333,0.0955555555555555,0.0019444444444444,18.5,2.28507617026,48.0,0.002115492529406587,
J1226-3223,186.6942833333333,0.0001666666666666,-32.38361111111111,0.0002777777777777,36.7,6.1930040852,54.0,0.00032394177193574905,
J1227-4853,186.99468333333328,4.166666666666666e-06,-48.895205833333335,8.333333333333333e-07,43.4235,0.0016863754102729,,4.249182927993987e-06,
J1227-6208,186.75183875,1.6666666666666669e-06,-62.145496944444446,8.333333333333333e-07,362.913,0.0345278346478,1.3,1.863389981249825e-06,
J1231-1411,187.7971383333333,2.9166666666666666e-06,-14.195452777777778,5.555555555555556e-06,8.0884,0.0036838787110771,0.44,6.274642776709177e-06,
J1231-4609,187.94066666666663,0.0005833333333333,-46.16255555555556,8.333333333333333e-05,67.4,0.87723907778,43.0,0.0005892556509887566,
J1231-6303,187.80416666666665,0.0004166666666666,-63.055,0.0002777777777777,301.0,1.351236392614496,174.2,0.000500771010481011,RACS_1224-62A_3563
J1232-4742,188.0795833333333,0.0008333333333333,-47.71413888888889,0.0004166666666666,26.0,1.872994377,92.0,0.0009316949906248527,RACS_1218-50A_2318
J1232-6501,188.07433333333333,2.5e-05,-65.01759166666666,1.1111111111111112e-05,239.4,0.0882819082341432,11.0,2.7357938338322515e-05,
J1233-6312,188.38125,0.0037499999999999,-63.20805555555556,0.0013888888888888,414.0,0.5647593892,53.0,0.003998938902468756,
J1233-6344,188.41625,0.0004166666666666,-63.74861111111111,0.0002777777777777,495.0,0.75689193363,11.0,0.000500771010481011,
J1234-3630,188.55,8.333333333333333e-05,-36.51141666666667,2.777777777777778e-05,59.29,0.569242225079,11.0,8.784104611578831e-05,
J1235-6354,188.9905,0.0003333333333333,-63.90844444444444,0.0001111111111111,439.9,0.256777653406,9.0,0.00035136418446311807,
J1236-5033,189.2464583333333,4.1666666666666665e-05,-50.56008333333333,2.777777777777778e-05,105.02,0.294759771191,12.0,5.007710104811096e-05,
J1237-6725,189.35791666666665,0.0004166666666666,-67.42608333333334,0.0001666666666666,176.5,2.11097411794,31.0,0.0004487637339277887,RACS_1230-68A_4347
J1238+2152,189.5965650837712,8.25186723185957e-05,21.86973814863428,0.0004790582895119,17.9706,1.1185906894463322,,0.00048611333661121783,
J1239+2453,189.91858916666664,4.999999999999999e-06,24.897025,5.555555555555556e-06,9.25159,1.382449103038771,45.0,7.474235581707616e-06,RACS_1240+25A_3095
J1239+32,189.75,0.0,32.0,0.0,16.85,0.0047,0.36,0.0,
J1239-6832,189.99566666666664,8.333333333333333e-05,-68.54137222222222,2.5e-05,94.3,1.3019225299692834,19.0,8.700255424092126e-05,RACS_1230-68A_4153
J1240-4124,190.073375,0.0001666666666666,-41.41436111111111,0.0001944444444444,44.1,0.51224209318,4.5,0.00025609845714694753,
J1243-5735,190.89741666666663,0.0002916666666666,-57.59522222222223,0.0001388888888888,270.6,0.47122487769,15.0,0.0003230473152669296,
J1243-6423,190.82125416666665,4.166666666666666e-06,-64.389925,2.777777777777778e-06,297.09,0.3884851271101424,5.3,5.007710104811096e-06,RACS_1224-62A_2489
J1244-1812,191.10741666666664,0.0002083333333333,-18.2045,0.00025,15.5,3.42532370680272,43.0,0.0003254270698294226,
J1244-5053,191.0478333333333,4.1666666666666665e-05,-50.88905555555556,2.777777777777778e-05,109.95,0.275207111323,5.4,5.007710104811096e-05,
J1244-6359,191.1987208333333,7.499999999999998e-05,-63.9965,8.333333333333333e-05,286.0,0.14727431048,9.6,0.00011211353372561424,
J1244-6531,191.1595833333333,0.0008333333333333,-65.52,0.0005555555555555,388.0,1.54681894,21.0,0.0010015420209621608,
J1245-6238,191.338,0.0005833333333333,-62.64886111111111,0.0002222222222222,336.2,2.283093350802984,60.0,0.0006242279181734119,
J1246+2253,191.70567916666667,2.0833333333333333e-05,22.895352777777777,2.2222222222222223e-05,17.792,0.4738705575182931,9.7,3.0460711388140706e-05,
J1248-6344,192.19316666666663,0.0002083333333333,-63.736,0.0001388888888888,433.0,0.198335136357,12.0,0.00025038550524047776,
J1248-6444,192.13695833333333,8.333333333333333e-05,-64.73333333333333,0.0002222222222222,236.4,1.23489349389,53.0,0.00023733343736991063,
J1249-6507,192.4763333333333,0.0003749999999999,-65.12216666666666,0.0001944444444444,215.0,0.43444487308,8.9,0.00042241406460393383,
J1251-7407,192.9705833333333,4.1666666666666665e-05,-74.12084444444444,2.5e-05,89.81,0.32705773823,3.2,4.85912657903775e-05,
J1252-6314,193.1775833333333,0.0004583333333333,-63.24241666666667,0.0001666666666666,278.4,0.8233392712841239,19.0,0.0004876958296132636,
J1253-5820,193.36809166666663,8.333333333333332e-06,-58.34469166666667,5.555555555555556e-06,100.584,0.2554963274098,3.7,1.0015420209622191e-05,RACS_1303-56A_5812
J1254-6150,193.6353333333333,0.00025,-61.84744444444445,8.333333333333333e-05,95.0,0.184502203069,3.1,0.0002635231383473649,
J1255-6131,193.9785833333333,0.0001666666666666,-61.51947222222222,0.0001111111111111,206.5,0.65797363034,5.8,0.00020030840419238224,
J1257-1027,194.26984374999995,8.333333333333333e-07,-10.451541944444443,5.555555555555555e-07,29.634,0.6173076699954868,6.6,1.0015420209622193e-06,
J1259-6741,194.8443333333333,4.1666666666666665e-05,-67.69451944444445,1.6666666666666667e-05,94.7,0.6633301151702541,22.0,4.487637339278754e-05,RACS_1230-68A_2315
J1300+1240,195.01490291666664,4.1666666666666667e-07,12.68235336111111,8.333333333333334e-08,10.1655,0.0062185319484004,0.75,4.2491829279939875e-07,
J1300-6602,195.1122083333333,0.000125,-66.038,5.555555555555556e-05,460.0,1.14331584211,22.1,0.00013678969169161255,
J1301-6305,195.44066666666663,0.0005833333333333,-63.09275,0.0003333333333333,374.0,0.1845280950864487,22.0,0.000671854812358167,
J1301-6310,195.36791666666667,0.0002916666666666,-63.17791666666666,0.0001388888888888,86.1,0.6638296477,12.0,0.0003230473152669296,
J1302-6313,195.58,0.0029166666666666,-63.22472222222223,0.0011111111111111,500.0,0.9678462129,93.0,0.0031211395908671883,
J1302-6350,195.6984930708333,5e-08,-63.83573016388889,2.2222222222222224e-08,146.73,0.0477625075415805,4.9,5.471587667664502e-08,RACS_1314-62A_4417
J1303-6305,195.7500833333333,0.0009583333333333,-63.08355555555556,0.0004166666666666,343.0,2.3066415539322183,34.0,0.0010449946836653139,
J1305-6203,196.3380833333333,0.0004166666666666,-62.05585277777777,2.2222222222222223e-05,468.78,0.4277736633168621,16.0,0.0004172588384582757,
J1305-6256,196.36666666666665,0.0016666666666666,-62.94416666666666,0.0008333333333333,967.0,0.4782309328390342,19.0,0.0018633899812497503,
J1305-6455,196.34779166666667,8.333333333333333e-05,-64.92458333333335,2.777777777777778e-05,505.0,0.5716517898626812,14.0,8.784104611578831e-05,RACS_1314-62A_4154
J1306-4035,196.7345833333333,8.333333333333333e-05,-40.58980555555556,5.555555555555556e-05,35.0,0.00220453,14.0,0.00010015420209622192,
J1306-6242,196.6858333333333,0.0004166666666666,-62.700833333333335,0.0002777777777777,480.0,0.98190211848,37.0,0.000500771010481011,
J1306-6617,196.6588333333333,4.1666666666666665e-05,-66.28922222222222,2.777777777777778e-05,436.9,0.4730277998955112,22.0,5.007710104811096e-05,RACS_1330-68A_7671
J1307-6318,196.97791666666663,0.0024999999999999,-63.30972222222222,0.0011111111111111,374.0,4.962427252509906,505.0,0.0027357938338321555,
J1308+2127,197.201125,4.1666666666666665e-05,21.45188333333333,1.388888888888889e-05,,10.31252206,,4.392052305789416e-05,
J1308-23,197.0,0.0,-23.0,0.0,22.357,0.00283,0.21,0.0,
J1308-4650,197.1857875,7.916666666666666e-05,-46.84158333333333,0.0001111111111111,66.0,1.05883304424,56.0,0.00013642961600566909,
J1308-5844,197.0878333333333,0.000125,-58.73716666666667,0.0001111111111111,205.6,0.4646997488000914,5.4,0.0001672443691498856,
J1309-6415,197.31916666666663,0.0029166666666666,-64.26638888888888,0.0013888888888888,574.0,0.6194535567595791,26.0,0.0032304731526701814,
J1309-6526,197.25120833333327,0.0003333333333333,-65.43794444444445,0.0001388888888888,340.0,0.398292162785,7.0,0.00036111111111104615,
J1311-1228,197.9693709950531,3.625364271797011e-05,-12.467121946476947,0.0001151832687469,36.214,0.4475177112318076,6.1,0.00012075393165252558,
J1311-3430,197.9405175,8.333333333333333e-07,-34.50843055555556,1.111111111111111e-06,37.84,0.0025603710316719,,1.388888888888889e-06,
J1312+0051,198.19434299999995,3.75e-07,0.8500288888888888,8.333333333333333e-07,15.345,0.0042280189916604,,9.138213416442212e-07,
J1312+1810A,198.23,0.0,18.16805555555556,0.0,24.0,0.033163166,3.2,0.0,
J1312+1810B,198.23,0.0,18.16805555555556,0.0,25.959,0.00624,,0.0,
J1312+1810C,198.23,0.0,18.16805555555556,0.0,26.106,0.01253,,0.0,
J1312+1810D,198.23,0.0,18.16805555555556,0.0,24.6,0.00607,,0.0,
J1312-5402,198.01961666666665,8.333333333333332e-06,-54.045138888888886,5.555555555555556e-05,133.0,0.7281543942054414,26.0,5.617707893376857e-05,RACS_1303-56A_3384
J1312-5516,198.22305416666663,3.749999999999999e-05,-55.27980555555556,2.777777777777778e-05,134.1,0.8492425970196725,18.0,4.666749337892067e-05,RACS_1303-56A_3307
J1312-6400,198.0298333333333,0.0004166666666666,-64.01544444444444,0.00025,93.0,2.4374324960894365,24.0,0.0004859126579037179,
J1313+0931,198.3458333333333,0.0004166666666666,9.532222222222224,0.0002777777777777,12.040623,0.84893275073,,0.000500771010481011,RACS_1303+12A_1564
J1314-6101,198.5975,0.0037499999999999,-61.02111111111111,0.0016666666666666,309.0,2.9483896038,59.0,0.004103690750748259,
J1316-6232,199.19291666666663,0.0008333333333333,-62.536722222222224,0.0001388888888888,966.4,0.34282539844,119.0,0.0008448281292080385,
J1317-0157,199.25,0.0,-1.95,0.0,29.39,0.00291,0.29,0.0,
J1317-5759,199.442875,0.000125,-57.99180555555556,8.333333333333333e-05,145.3,2.6421985132,12.0,0.0001502313031443329,
J1317-6302,199.4362083333333,0.0002916666666666,-63.04783333333333,0.0001666666666666,678.1,0.26127055606486,12.0,0.0003359274061790153,
J1319-6056,199.834375,2.9166666666666663e-05,-60.94633055555556,1.6666666666666667e-05,400.94,0.2843526719278662,5.0,3.359274061791062e-05,RACS_1314-62A_3043
J1319-6105,199.85966666666664,8.333333333333333e-05,-61.09061111111112,2.777777777777778e-05,440.6,0.421118114249,12.0,8.784104611578831e-05,
J1320-3512,200.05283333333333,0.0001666666666666,-35.20722222222223,0.0002222222222222,16.42,0.45848840672,10.0,0.00027777777777772,RACS_1316-37A_2852
J1320-5359,200.2246708333333,1.25e-05,-53.984722222222224,1.1111111111111112e-05,97.1,0.2797376832821657,7.9,1.67244369149893e-05,RACS_1303-56A_2202
J1321+8323,200.44013125,2.9166666666666666e-06,83.39428666666667,2.7777777777777776e-07,13.31624,0.670037418385785,19.6,2.9298643207956924e-06,
J1321-5922,200.4148333333333,0.0002083333333333,-59.38113888888889,0.0001944444444444,383.0,1.27905759523,10.0,0.0002849761740094341,
J1322-6241,200.6339583333333,0.0005,-62.69819444444444,0.0002222222222222,618.8,0.5060584137338984,5.9,0.0005471587667664412,
J1322-6329,200.575,0.0008333333333333,-63.49361111111112,0.0005555555555555,659.0,2.7642094208,34.0,0.0010015420209621608,
J1324-6146,201.18291666666664,0.0020833333333333,-61.766666666666666,0.0008333333333333,828.0,0.8441085753,72.0,0.0022438186696393334,
J1324-6302,201.056875,0.0002916666666666,-63.03919444444444,0.0001666666666666,497.0,2.483803693,18.0,0.0003359274061790153,
J1325-6253,201.27037791666663,8.333333333333333e-07,-62.894331666666666,5.555555555555555e-07,303.331,0.02896859323602,,1.0015420209622193e-06,
J1326-4728A,201.66529166666663,1.25e-05,-47.50323333333333,2.777777777777778e-06,100.313,0.0041087861921875,,1.2804922857351233e-05,
J1326-4728B,201.7065125,2.5e-05,-47.49017222222222,5.555555555555556e-06,100.273,0.004791869161268,,2.5609845714702467e-05,
J1326-5859,201.7425708333333,2.0833333333333333e-05,-58.99146944444445,1.388888888888889e-05,287.17,0.4779936127568716,6.5,2.503855052405548e-05,RACS_1345-56A_6485
J1326-6408,201.6351375,8.333333333333332e-06,-64.14550000000001,2.777777777777778e-06,502.7,0.7926738766599165,7.8,8.78410461157883e-06,RACS_1314-62A_2570
J1326-6700,201.511375,8.333333333333333e-05,-67.01366666666667,5.555555555555556e-05,208.97,0.543015040685032,42.0,0.00010015420209622192,RACS_1330-68A_5712
J1327-0755,201.98995,4.999999999999999e-06,-7.924944444444445,1.1111111111111112e-05,27.91215,0.0026779231971205,0.15,1.2184284555256283e-05,
J1327-6222,201.82156666666663,3.749999999999999e-05,-62.37929444444445,1.6666666666666667e-05,318.48,0.5299291867467958,9.8,4.103690750748376e-05,RACS_1314-62A_2465
J1327-6301,201.78096666666664,1.2499999999999997e-06,-63.020975,5.555555555555556e-06,294.91,0.1964799448668183,5.4,5.694444444444445e-06,RACS_1314-62A_2491
J1327-6400,201.79279166666663,0.0004583333333333,-64.00363888888889,0.0001666666666666,679.0,0.2806779741677671,6.6,0.0004876958296132636,
J1328-4357,202.0268,4.1666666666666665e-05,-43.96225555555556,2.777777777777778e-05,42.0,0.53269880337,11.0,5.007710104811096e-05,RACS_1323-43A_2635
J1328-4921,202.13991666666664,0.0001666666666666,-49.35927777777778,0.0001944444444444,118.0,1.4787213559,10.0,0.00025609845714694753,RACS_1332-50A_5040
J1329-6158,202.26375,0.0024999999999999,-61.98305555555556,0.0016666666666666,514.0,1.5652179638,31.0,0.0030046260628865374,
J1331-5245,202.75004166666668,0.0001666666666666,-52.75705555555555,0.0001388888888888,148.4,0.6481166471,29.0,0.00021695137988618786,RACS_1332-50A_4663
J1332-3032,203.2186825755112,6.330346666953776e-05,-30.538141493923607,0.000519442540884,15.1,0.6504344906472496,35.0,0.0005232856602013925,
J1333-4449,203.4367875,2.0833333333333333e-05,-44.82395,2.777777777777778e-05,44.3,0.345602948594,1.7,3.472222222222222e-05,
J1334-5839,203.6254545833333,3.7499999999999992e-06,-58.65459583333333,2.222222222222222e-06,119.2978,0.1077182159234,4.2,4.35898745179867e-06,RACS_1345-56A_5579
J1336-2522,204.0868333333333,8.333333333333333e-05,-25.36711111111111,0.0001388888888888,37.39,0.4781454828,12.0,0.0001619708859678488,
J1337-4441,204.3656208333333,4.1666666666666665e-05,-44.69508333333333,5.555555555555556e-05,97.8,1.2575114925970663,77.0,6.944444444444444e-05,
J1337-6306,204.33479166666663,0.0002083333333333,-63.10647222222222,8.333333333333333e-05,777.7,0.2079530121889767,10.0,0.00022438186696390673,
J1337-6423,204.3828458333333,8.333333333333332e-06,-64.38469861111112,2.5e-06,259.891,0.0094234067177975,0.73,8.700255424092125e-06,
