PSRJ,RAJD,RAJD_ERR,DECJD,DECJD_ERR,DM,P0,W50,astrometry_err,racsmatch
J1803-2149,270.7901333333333,3.749999999999999e-05,-21.82027777777778,0.0011111111111111,,0.1063320940947824,,0.0011117437435104113,
J1803-2712,270.8820510724811,7.421395659297209e-05,-27.20177411583016,0.0009996137647408,165.5,0.3344154265054539,17.0,0.0010023648986334562,
J1803-3329,270.9352208333333,1.6666666666666664e-05,-33.48630555555555,8.333333333333333e-05,170.9,0.633411983159,13.0,8.498365855987975e-05,RACS_1752-31A_2117
J1804-0735,271.2078940651444,7.05713350442791e-06,-7.590192863592136,2.9940163720228568e-05,186.316,0.0231008552843,3.7,3.0760632907880974e-05,
J1804-2717,271.08805452916664,7.916666666666668e-08,-27.292037500000003,1.111111111111111e-06,24.6746,0.009343030844543,1.55,1.1139278532946732e-06,
J1804-2858,271.00634679166666,1.6666666666666665e-07,-28.979613333333333,1.9444444444444444e-06,232.528,0.0014926852841163,,1.9515742300278106e-06,RACS_1752-31A_1981
J1805+0306,271.2923066309568,8.364257905265237e-06,3.1084093008372364,2.991775134951025e-05,80.857,0.2187115654903744,7.7,3.1064974748370784e-05,
J1805+0615,271.4266653749999,1.25e-07,6.255168333333334,3.611111111111111e-06,64.883,0.0021289064590217,,3.6132739249592085e-06,
J1805-0619,271.3809833333333,3.749999999999999e-05,-6.329277777777778,0.0001111111111111,147.1,0.454650713078,15.0,0.00011726861904338777,
J1805-2037,271.3674583333333,0.000125,-20.621111111111112,0.0030555555555555,708.1,0.3578067749526543,13.2,0.0030581113048883755,
J1805-2447,271.3580416666666,0.000125,-24.791666666666668,0.0038888888888888,269.0,0.6614017590248853,11.0,0.0038908972988403027,
J1805-2948,271.42704166666664,4.1666666666666665e-05,-29.8,0.0005555555555555,167.9,0.4283409894,9.2,0.0005571158644480441,
J1806+1023,271.71714166666663,1.25e-05,10.388416666666666,3.3333333333333335e-05,52.03,0.484286459778,2.4,3.560001560548972e-05,
J1806+2819,271.60444083333334,2.083333333333333e-06,28.31697638888889,1.388888888888889e-06,18.6802,0.01508366732422,2.0,2.503855052405548e-06,
J1806-1154,271.5282943694183,4.3372999304118e-05,-11.907985066521247,0.000299558056021,122.41,0.5226183857754686,32.0,0.0003026817569588818,RACS_1806-12A_2254
J1806-1618,271.6074166666666,0.00025,-16.310555555555556,0.0022222222222222,319.0,0.6683092099228272,34.0,0.0022362405069531704,
J1806-2125,271.5825,0.001125,-21.465438888888887,0.0002027777777777,747.0,0.4818246024682869,34.0,0.0011431289634859499,
J1807+0756,271.9634791666666,8.333333333333332e-06,7.945386111111111,1.388888888888889e-05,89.29,0.464300493199,18.0,1.61970885967925e-05,RACS_1800+06A_1937
J1807-0847,271.9084475,1.6666666666666669e-06,-8.795352777777778,5.555555555555556e-06,112.3802,0.1637273716636728,5.9,5.800170282728084e-06,RACS_1800-06A_1859
J1807-2459A,271.83481501666665,6.666666666666665e-08,-24.998028194444444,1.8055555555555555e-06,134.00401,0.0030594487980202,0.33,1.8067859055909129e-06,
J1807-2459B,271.8369633708333,2.208333333333333e-07,-25.000531944444443,4.722222222222222e-06,137.1535,0.0041861772028408,,4.727383005126673e-06,
J1807-2557,271.80691666666667,4.1666666666666665e-05,-25.95555555555556,0.0013888888888888,385.0,2.76419486975,4.0,0.0013895137483270457,
J1807-2715,271.7853946905421,3.925633379961409e-05,-27.25082311600652,0.0003995973493266,312.98,0.827776461518327,9.7,0.00040152098492137557,RACS_1806-25A_3370
J1808-0813,272.0392985105853,4.181145336621896e-05,-8.217165845164223,0.0001894133617736,151.27,0.8760442866771196,23.0,0.000193973243647087,RACS_1800-06A_1758
J1808-1020,272.19014166666665,2.5e-05,-10.34675,0.0001111111111111,225.3,0.5969932025044894,9.3,0.00011388888888887806,
J1808-1517,272.162875,8.333333333333333e-05,-15.294444444444444,0.0005555555555555,205.0,0.544549207067,9.0,0.0005617707893376308,
J1808-2024,272.16390416666667,1.6666666666666664e-05,-20.411069444444443,1.6666666666666667e-05,,7.55592,,2.3570226039551585e-05,RACS_1819-18A_4266
J1808-2057,272.02664963318443,5.485613828372567e-05,-20.968756877488925,0.0007993580108991,606.8,0.9184103262857553,76.0,0.0008012380579428119,RACS_1819-18A_4334
J1808-2701,272.055125,0.0001666666666666,-27.0225,0.0025,95.0,2.4578817775848205,23.0,0.0025055493963954804,
J1808-3249,272.01866666666666,8.333333333333333e-05,-32.82611111111112,0.0002777777777777,147.3,0.364912241765,5.0,0.00029000851413632967,RACS_1821-31A_5870
J1809-0119,272.46399999999994,4.1666666666666665e-05,-1.324722222222222,0.0001111111111111,138.3,0.7449764016,12.0,0.00011866671868495532,
J1809-0743,272.39966666666663,4.1666666666666665e-05,-7.717055555555556,0.0001388888888888,240.7,0.313885674748,13.0,0.00014500425706811694,
J1809-1429,272.439625,3.333333333333333e-05,-14.490277777777775,0.0003333333333333,411.3,0.8952852843454661,11.0,0.00033499585403732983,RACS_1806-12A_1677
J1809-1917,272.4297333333333,8.333333333333332e-06,-19.293916666666668,0.0001388888888888,197.1,0.0827552697055167,17.0,0.0001391386642928912,
J1809-1943,272.46286233333325,1.2499999999999997e-06,-19.731092083333333,1.111111111111111e-06,178.0,5.540742829324981,150.0,1.6724436914989296e-06,RACS_1819-18A_4110
J1809-2109,272.3097041872416,2.080719226646892e-05,-21.150799035432858,0.0003997401172739,381.91,0.7024136291345919,8.9,0.00040028127686436336,
J1809-2332,272.459375,0.000125,-23.53963333333333,2.777777777777778e-05,,0.1467885481157363,,0.0001280492285735123,
J1809-3547,272.3624166666666,0.0001666666666666,-35.788333333333334,0.0005555555555555,193.84,0.860387839,109.0,0.000580017028272736,RACS_1822-37A_5707
J1810+0705,272.69599166666666,2.9166666666666663e-05,7.093416666666666,5.555555555555556e-05,79.425,0.30768283388,42.3,6.274642776709177e-05,
J1810+1744,272.6553333333333,4.1666666666666665e-05,17.743716666666668,1.9444444444444445e-05,39.7,0.00166,,4.5980403770130134e-05,
J1810-1441,272.74650833333334,5.8333333333333326e-05,-14.692666666666668,0.0003611111111111,304.9,0.2172135003570146,14.0,0.0003657923076633391,
J1810-1709,272.6175416666666,0.000125,-17.1575,0.0011111111111111,670.0,1.16113257983,134.2,0.0011181202534765852,
J1810-1820,272.73133333333334,0.000125,-18.344166666666663,0.0016666666666666,452.2,0.1537162783689785,7.8,0.0016713475933442317,
J1810-2005,272.74579958333334,2.4999999999999998e-06,-20.085630555555557,3.888888888888889e-05,240.72,0.0328222448600224,7.2,3.896916318080677e-05,
J1810-5338,272.6853041666667,1.25e-05,-53.63545305555556,1.6666666666666669e-06,45.0,0.261049789586055,6.6,1.2610621625351298e-05,RACS_1759-56A_3282
J1811+0702,272.83508333333333,0.0002916666666666,7.0415833333333335,5.555555555555556e-05,57.8,0.46171267661,12.0,0.0002969105323114894,
J1811-0154,272.8328333333333,0.000125,-1.9085833333333333,0.0001944444444444,148.1,0.92494482303,21.0,0.0002311571802373687,
J1811-0624,272.82535875,8.333333333333333e-07,-6.410394444444445,8.333333333333334e-06,158.826,0.0041456835480374,,8.374896350934075e-06,
J1811-1049,272.821125,0.0003333333333333,-10.8175,0.0011111111111111,253.3,2.623858562,,0.0011600340565455964,
J1811-1717,272.8605416666666,0.0007916666666666,-17.29638888888889,0.0038888888888888,545.5,0.39138510099,38.8,0.003968651269793526,
J1811-1736,272.97930833333334,1.25e-05,-17.610472222222224,0.0001111111111111,473.93,0.1041819547968,13.0,0.00011181202534764859,RACS_1819-18A_3895
J1811-1835,272.8738333333333,0.0003749999999999,-18.595555555555556,0.0036111111111111,761.0,0.557463611996573,16.7,0.0036305300517679192,
J1811-1925,272.87166666666667,0.0004166666666666,-19.424444444444447,0.0002777777777777,,0.064667,,0.000500771010481011,
J1811-2405,272.83272520833333,7.916666666666668e-08,-24.088450555555557,2.777777777777778e-06,60.61997,0.0026605932768774,0.11,2.778905673790883e-06,RACS_1806-25A_2760
J1811-2439,272.981375,0.000125,-24.66472222222222,0.0025,167.2,0.4158129414019432,14.0,0.002503123049312598,RACS_1806-25A_2652
J1811-4930,272.86329166666667,4.1666666666666665e-05,-49.50577777777778,5.555555555555556e-05,44.0,1.4327041968,11.0,6.944444444444444e-05,RACS_1827-50A_6757
J1812+0226,273.22161136027387,2.825796370122088e-05,2.449201387056122,4.93139420279403e-05,104.14,0.7939028020345199,15.0,5.68364090251537e-05,
J1812-1718,273.03003323741984,3.788264127721181e-05,-17.30818715489161,0.0002993021307384,251.4,1.2053744413670953,20.0,0.00030169000642163175,
J1812-1733,273.0660802083333,7.083333333333333e-07,-17.560519722222224,5.555555555555555e-07,509.8,0.5383405433024702,73.0,9.00210023505489e-07,RACS_1819-18A_3854
J1812-1910,273.14537499999994,0.0004166666666666,-19.1775,0.0027777777777777,892.0,0.430990980776862,28.0,0.0028088539466883415,
J1812-2526,273.1345833333333,0.000125,-25.44388888888889,0.0019444444444444,361.4,0.3158350481966091,12.0,0.0019484581590402939,
J1812-2748,273.1690833333333,4.1666666666666665e-05,-27.800833333333333,0.0005555555555555,104.0,0.236983307439,,0.0005571158644480441,
J1812-3039,273.1870916666666,3.749999999999999e-05,-30.65583333333333,0.0002777777777777,141.4,0.58747677594,7.5,0.0002802975986823956,
J1813+1822,273.41149999999993,0.0002083333333333,18.370833333333334,0.00025,60.8,0.3364246764,10.0,0.0003254270698294226,
J1813+4013,273.3053295709456,3.110524018551372e-05,40.2275094948557,2.881332788668269e-05,41.55656,0.9310890849358342,12.2,4.239980932626919e-05,
J1813-0402,273.39556674999994,8.333333333333334e-08,-4.0466173888888886,3.333333333333333e-07,71.3474,0.0041065595383671,,3.4359213546813837e-07,
J1813-1246,273.3490416666666,4.1666666666666665e-05,-12.766444444444444,0.0004166666666666,,0.0480722467589841,,0.00041874481754663746,
J1813-1749,273.39658333333324,3.749999999999999e-05,-17.832644444444444,3.611111111111111e-05,1087.0,0.0447405597036269,,5.2060180038864743e-05,
J1813-2113,273.416125,0.000125,-21.21677777777777,0.0020277777777777,462.3,0.4264662405654994,12.0,0.0020316268643747228,
J1813-2621,273.41913187499995,4.1666666666666667e-07,-26.36584861111111,5e-06,122.4924,0.0044300116286341,0.66,5.01733107449679e-06,
J1814+1130,273.67809166666666,8.333333333333332e-06,11.512208333333334,1.388888888888889e-05,65.0,0.751261115038,10.0,1.61970885967925e-05,
J1814-0521,273.60887499999995,8.333333333333333e-05,-5.360277777777777,0.0002222222222222,130.6,1.01421948495,18.0,0.00023733343736991063,
J1814-0618,273.6719166666666,0.0002916666666666,-6.300472222222222,0.0009166666666666,168.0,1.377868495626031,48.0,0.0009619496983845158,
J1814-1649,273.655625,0.0001666666666666,-16.824444444444445,0.0013888888888888,782.0,0.9574639353617024,27.1,0.001398853145779256,
J1814-1744,273.6795833333333,0.0002083333333333,-17.746666666666666,0.0022222222222222,820.0,3.975905187575016,92.0,0.002231966483331669,
J1815+5546,273.77390908671225,0.0002828957026926,55.77314176314453,0.0001797588482169,58.999,0.4268438270611147,11.0,0.00033517640447114773,
J1815-1738,273.81112499999995,0.0007916666666666,-17.635230555555555,0.0001222222222222,724.6,0.1984569787764256,8.5,0.0008010458056290778,
J1815-1910,273.76283333333333,0.0001666666666666,-19.166777777777774,0.0020833333333333,547.8,1.249923537380637,25.4,0.0020899893673307036,
J1816+4510,274.1497265,2.916666666666666e-07,45.17607272222222,2.2222222222222227e-07,38.8874,0.0031931035538505,0.29,3.666771884012246e-07,
J1816-0755,274.10226249999994,2.5e-05,-7.922916666666667,0.0001111111111111,117.9,0.2176426911443729,4.2,0.00011388888888887806,
J1816-1446,274.12162499999994,0.000125,-14.775,0.0008333333333333,629.0,0.5944998158187551,25.0,0.0008426561840064955,
J1816-1729,274.0777559241598,2.547145015805727e-05,-17.48408459531576,0.0001893857286952,520.7,0.7823133598989411,16.0,0.00019109094433427843,
J1816-2650,274.1474958333333,2.5e-05,-26.83138888888889,0.0002777777777777,128.12,0.5928851906252041,40.0,0.0002789005088326611,RACS_1806-25A_1928
J1816-5643,274.1519333333333,2.9166666666666663e-05,-56.72836111111111,1.6666666666666667e-05,52.4,0.2179228818474,6.4,3.359274061791062e-05,
J1817-0743,274.4574583333333,0.0002083333333333,-7.721916666666667,0.0003888888888888,14.8,0.4380953469089431,13.0,0.00044117722706292235,
J1817-1511,274.40083333333337,0.00025,-15.194166666666668,0.0016666666666666,970.0,0.2246038371851181,21.0,0.001685312368012991,
J1817-1742,274.2876416666667,2.0833333333333333e-05,-17.700305555555556,0.0001666666666666,,0.1497440393996018,,0.00016796370308948697,
J1817-1938,274.27841666666666,0.0003333333333333,-19.64333333333333,0.0033333333333333,519.6,2.0468376289,,0.0033499585403735936,
J1817-3618,274.27440416666667,3.749999999999999e-05,-36.30127777777778,8.333333333333333e-05,94.13,0.3870193974543545,9.4,9.138213416442211e-05,RACS_1822-37A_4435
J1817-3837,274.251125,1.6666666666666664e-05,-38.63325,5.555555555555556e-05,102.847,0.38448678392,5.3,5.800170282728083e-05,RACS_1822-37A_4424
J1818-0151,274.607375,0.000125,-1.865,0.0003055555555555,209.0,0.837534946983,13.0,0.0003301351201111906,
J1818-1116,274.61020833333333,0.00025,-11.274722222222223,0.0019444444444444,422.0,0.5447995246981143,25.0,0.00196044999873261,
J1818-1422,274.599025,7.083333333333332e-06,-14.37686388888889,4.4444444444444447e-05,619.65,0.2914894606391399,17.1,4.50053580486415e-05,RACS_1806-12A_685
J1818-1448,274.61629166666665,0.00025,-14.810555555555556,0.0019444444444444,644.0,0.28137130037,45.0,0.00196044999873261,
J1818-1541,274.6563333333333,0.000125,-15.695833333333333,0.0013888888888888,690.0,0.55113377674174,27.2,0.0013945025441636043,
J1818-1556,274.7164583333333,8.333333333333333e-05,-15.934444444444445,0.0005555555555555,230.0,0.952708902877,26.0,0.0005617707893376308,
J1818-1607,274.50080583333335,2.916666666666666e-07,-16.13139025,2.7777777777777776e-07,699.2,1.363491957442689,40.0,4.0277777777777773e-07,
J1819+1305,274.984275,1.25e-05,13.087569444444446,3.0555555555555554e-05,64.808,1.060363543971,64.0,3.3013512011124203e-05,
J1819-0925,274.96059166666663,7.916666666666666e-05,-9.430527777777778,0.0003611111111111,378.0,0.8520474835047593,22.0,0.0003696871592022156,
J1819-1008,274.9166083333333,7.083333333333332e-05,-10.14111111111111,0.0011111111111111,404.0,0.301489849278076,12.0,0.0011133666342879396,
J1819-1114,274.86991666666665,4.1666666666666665e-05,-11.245277777777776,0.0002777777777777,309.7,0.29416251457,21.0,0.0002808853946687659,
J1819-1131,274.99229166666663,0.0004166666666666,-11.524722222222223,0.0025,578.0,1.3881371285550816,64.0,0.0025344843876242474,
J1819-1318,274.9319166666666,0.0002083333333333,-13.311666666666667,0.0013888888888888,35.1,1.5156959926290583,23.0,0.0014044269733441213,
J1819-1458,274.8923875,7.083333333333332e-05,-14.967658333333333,7.777777777777778e-05,196.0,4.263213477392262,154.0,0.00010519859232499498,
J1819-1510,274.9737125,3.333333333333333e-05,-15.172388888888888,0.0003333333333333,418.14,0.2265389900749604,8.6,0.00033499585403732983,
J1819-1717,274.9308333333333,0.0002083333333333,-17.28777777777778,0.0013888888888888,405.0,0.39352163764,31.5,0.0014044269733441213,
J1820-0427,275.21913916666665,4.1666666666666667e-07,-4.460475555555556,5.555555555555555e-07,84.435,0.5980819353745133,9.3,6.944444444444445e-07,RACS_1824-06A_3072
J1820-0509,275.0947,2.9166666666666663e-05,-5.160694444444445,0.0001111111111111,102.4,0.3373207957912118,8.2,0.00011487546934305712,
J1820-1346,275.08232857458364,6.176759369640682e-05,-13.770910019636872,0.0002980464789646,771.0,0.9214597313245398,37.0,0.0003043795973028418,RACS_1831-12A_3910
J1820-1529,275.17212499999994,0.001125,-15.49507222222222,5e-05,768.5,0.3332537343458698,32.2,0.0011261105629555208,
J1820-1818,275.1628628383617,2.5015878082923382e-05,-18.300905128870998,0.0001892687773279,436.0,0.3099045934277494,15.0,0.0001909148088217828,RACS_1819-18A_2835
J1821+0155,275.41201533333333,2.0833333333333333e-07,1.922775833333333,5.555555555555555e-07,51.75415,0.03378133193189,0.52,5.933335934248285e-07,
J1821+1715,275.3062625,1.6666666666666664e-05,17.263072222222224,1.9444444444444445e-05,60.2844,1.366682059422,45.0,2.5609845714702464e-05,RACS_1819+18A_3343
J1821+4147,275.46809913224,1.811396761398501e-05,41.784042907064105,8.822432087145192e-06,40.673,1.2618572091336433,10.0,2.0148228970626348e-05,
J1821-0256,275.29295833333333,8.333333333333333e-05,-2.944055555555556,0.0002777777777777,84.0,0.4141110498431774,10.0,0.00029000851413632967,
J1821-0331,275.43625,0.000125,-3.5201944444444444,2.777777777777778e-05,171.5,0.90231562918,16.0,0.0001280492285735123,
J1821-1432,275.4157375,6.25e-05,-14.548111111111112,0.0005277777777777,570.0,1.91513066964,39.0,0.0005314655517679083,
J1822+0705,275.57683644414163,0.0001264221076987,7.088617360960153,0.0002946732163329,62.2,1.362817392033239,,0.0003206475537704253,
J1822+1120,275.56083333333333,4.1666666666666665e-05,11.348944444444443,5.555555555555556e-05,95.2,1.78703680542,25.0,6.944444444444444e-05,
J1822+2617,275.6867458333333,8.333333333333332e-06,26.290786111111117,1.1111111111111112e-05,64.7,0.591417585722212,2.3,1.388888888888889e-05,
J1822-0719,275.6169708333333,6.25e-05,-7.331944444444444,0.0001944444444444,199.0,0.49907553362,10.1,0.00020424223847013469,
J1822-0848,275.7160833333333,0.0003333333333333,-8.81638888888889,0.0003055555555555,186.3,0.834839272621,18.0,0.0004521894610027075,
J1822-0902,275.6489375,3.333333333333333e-05,-9.04975,0.0001388888888888,448.1,0.148894507003,5.25,0.00014283289035749624,
J1822-0907,275.6658333333333,0.0002083333333333,-9.126666666666669,0.0008333333333333,467.0,0.97470037336311,28.0,0.0008589803386703055,
J1822-1400,275.7251747724059,3.670165464516537e-05,-14.000667226709274,0.0001486882397891,649.27,0.2147711097889796,7.1,0.00015315091937456298,
J1822-1604,275.57499999999993,0.0005,-16.07411111111111,0.0005,,8.437721056426133,,0.0007071067811865475,
J1822-4209,275.54731666666663,1.25e-05,-42.15305,1.9444444444444445e-05,72.514,0.456511944952,8.0,2.3115718023740608e-05,RACS_1825-43A_4151
J1823+0550,275.8790545833333,4.583333333333333e-06,5.840086111111111,1.1111111111111112e-05,66.775,0.7529065430493703,46.0,1.2019306742399965e-05,RACS_1824+06A_3460
J1823-0154,275.96727129520747,4.16687366418416e-05,-1.9012698215168564,9.824718509175937e-05,135.87,0.75977746436294,5.2,0.00010671828799124158,RACS_1824+00A_2988
J1823-1115,275.9179414464088,0.000189325482281,-11.25313510012851,0.0006928221386234,428.59,0.279828696565349,26.0,0.0007182246542744373,RACS_1831-12A_3613
J1823-1126,275.8327499999999,0.0004166666666666,-11.434444444444445,0.0013888888888888,607.0,1.8465342014616548,23.0,0.0014500425706819166,
J1823-1347,275.8510416666666,0.0003333333333333,-13.798333333333334,0.0025,1044.0,0.6171072055520304,34.6,0.002522124325070255,
J1823-1526,275.83924999999994,0.00025,-15.439444444444444,0.0019444444444444,611.0,1.625405472403679,41.0,0.00196044999873261,
J1823-1807,275.7903333333333,0.0002916666666666,-18.125833333333333,0.0022222222222222,330.0,1.636792451719795,34.6,0.0022412811178838276,
J1823-3021A,275.918695875,1.5e-06,-30.36114638888889,1.222222222222222e-05,86.8797,0.0054400041632727,0.34,1.2313923665890685e-05,RACS_1821-31A_3218
J1823-3021B,275.92310624999993,9.583333333333332e-06,-30.361372222222226,0.0001305555555555,87.01,0.3785964921974,6.0,0.0001309068117562376,RACS_1821-31A_3218
J1823-3021C,275.921465,1.4999999999999995e-05,-30.36068055555556,0.0002222222222222,86.88,0.4059359629899,,0.00022272789688176207,RACS_1821-31A_3218
J1823-3021D,275.91887999999994,2.958333333333333e-05,-30.36212777777778,9.722222222222222e-05,86.8,0.003020060260978,,0.00010162349189502528,RACS_1821-31A_3218
J1823-3021G,275.9196720833333,3.3333333333333333e-06,-30.359897222222223,1.388888888888889e-05,86.206,0.0060912934215132,,1.428328903575827e-05,RACS_1821-31A_3218
J1823-3106,275.9449502971085,6.082166158774217e-06,-31.11381937531568,2.9809257413846825e-05,50.245,0.284054344966819,4.4,3.042342145038786e-05,RACS_1821-31A_3205
J1824+1014,276.0622166666666,8.333333333333332e-06,10.245505555555557,8.333333333333334e-06,59.8807,0.0040659161394721,,1.1785113019775792e-05,
J1824-0127,276.22262499999994,4.1666666666666665e-05,-1.4642777777777778,0.0001111111111111,63.0,2.499469846086615,9.8,0.00011866671868495532,
J1824-0132,276.23156249999994,3.749999999999999e-05,-1.5399999999999998,0.0001111111111111,79.0,0.223728519703,8.5,0.00011726861904338777,
J1824-0621,276.06591474999993,8.333333333333334e-08,-6.3657755,3.611111111111111e-07,131.0313,0.0032330162292687,,3.706017795590648e-07,
J1824-1118,276.1230756088518,3.609088454970215e-05,-11.311837121384562,0.0001385953716145,601.31,0.4357590333111882,15.0,0.00014321741856541503,RACS_1831-12A_3537
J1824-1159,276.2339624999999,5e-05,-11.998166666666666,0.0003611111111111,462.96,0.3624920782244963,11.0,0.0003645562159227205,
J1824-1350,276.20908749999995,7.083333333333332e-05,-13.839166666666667,0.0004444444444444,551.0,1.39659854604,29.0,0.00045005358048637106,
J1824-1423,276.2391124999999,2.9166666666666663e-05,-14.384805555555555,0.0003055555555555,427.63,0.3593941624571582,11.0,0.00030694444444438914,
J1824-1500,276.0587499999999,0.0002916666666666,-15.009166666666667,0.0022222222222222,571.0,0.4122299585701611,18.0,0.0022412811178838276,
J1824-1945,276.00233333333324,0.0007499999999999,-19.7676,8.888888888888889e-05,224.38,0.1893374410912261,1.7,0.0007552491208652622,RACS_1819-18A_2387
J1824-2452A,276.13336435020057,5.261722524007036e-08,-24.8696881950398,6.986020760917083e-07,119.9069,0.0030543157577371,0.972,7.005807827164612e-07,RACS_1833-25A_5449
J1824-2452I,276.1355416666666,0.0001666666666666,-24.869055555555555,0.0001666666666666,119.0,0.003931852642,,0.00023570226039542158,RACS_1833-25A_5449
J1824-2452M,276.13826458333324,2.083333333333333e-06,-24.868944444444445,0.0006388888888888,119.352,0.0047842842982785,,0.0006388922856189009,RACS_1833-25A_5449
J1824-2452N,276.13809083333325,8.333333333333333e-07,-24.869969444444443,8.333333333333334e-06,119.321,0.0033528724368609,,8.374896350934075e-06,RACS_1833-25A_5449
J1824-2537,276.1274458333333,4.1666666666666665e-05,-25.621944444444445,0.0005555555555555,158.5,0.223320267185,5.8,0.0005571158644480441,
J1825+0004,276.313848095488,1.1516375521193894e-05,0.0721395853287995,2.9484721303893304e-05,56.618,0.7789494000762219,11.0,3.165399967639814e-05,
J1825-0319,276.4831379166667,2.083333333333333e-06,-3.3326583333333333,4.166666666666667e-06,119.5584,0.004553527919736,0.149,4.658474953124562e-06,
J1825-0935,276.37747499999995,8.333333333333332e-06,-9.589222222222222,5.555555555555556e-05,19.3833,0.7690209983270947,11.0,5.617707893376857e-05,RACS_1824-06A_2357
J1825-1108,276.32625,0.0008333333333333,-11.148333333333332,0.0033333333333333,121.0,1.9258717727,42.1,0.0034359213546813435,
J1825-1446,276.26233333333334,0.0007083333333333,-14.78160277777778,0.0001944444444444,352.23,0.2791983090941172,9.8,0.0007345371012320312,
J1826-1131,276.5227998138639,6.403667302733908e-05,-11.528784692682413,0.0002974209229192,320.58,2.0931363097203524,29.0,0.0003042365870215465,
J1826-1256,276.53554166666663,4.1666666666666665e-05,-12.9425,0.0001388888888888,,0.1102237024597653,,0.00014500425706811694,
J1826-1334,276.55489583333326,1.25e-05,-13.579666666666666,2.777777777777778e-05,231.0,0.1014867942075942,5.9,3.0460711388140706e-05,RACS_1831-12A_3369
J1826-1419,276.67662916666666,1.6666666666666664e-05,-14.322666666666668,8.333333333333333e-05,160.0,0.770620171033,2.0,8.498365855987975e-05,
J1826-1526,276.55249999999995,0.000125,-15.434166666666666,0.0013888888888888,530.0,0.3820728121156708,13.4,0.0013945025441636043,
J1826-2415,276.65010833333326,3.7499999999999992e-06,-24.265138888888888,8.333333333333333e-05,81.8625,0.0046957571305605,0.361,8.341766566168371e-05,
J1827-0750,276.7613958333333,2.5e-05,-7.838666666666667,0.0001666666666666,375.45,0.2705020393711933,9.5,0.00016853123680123978,RACS_1824-06A_2147
J1827-0934,276.94118333333324,6.666666666666666e-05,-9.571222222222222,0.0003611111111111,259.2,0.512547817783726,23.0,0.00036721339710356105,
J1827-0958,276.7728279872719,5.913784685437909e-05,-9.978640641138938,0.0001974219483341,430.0,0.2457571181422795,26.0,0.00020608908417139429,RACS_1831-12A_3278
J1827-1446,276.8525,0.0002083333333333,-14.774444444444445,0.0011111111111111,,0.4991866103614787,,0.0011304736525069071,
J1828+0625,277.1206445833333,8.333333333333333e-07,6.4193838888888894,1.388888888888889e-06,22.408,0.0036275626138329,,1.61970885967925e-06,
J1828+1221,277.0923375,3.749999999999999e-05,12.355805555555555,5.555555555555556e-05,69.1,1.5282950805836577,28.4,6.702738062229808e-05,
J1828+1359,277.2222416666666,8.333333333333332e-06,13.993155555555555,3.611111111111111e-05,56.0,0.741639520385,15.0,3.706017795590648e-05,
J1828-0611,277.0863124999999,2.5e-05,-6.197638888888889,0.0001111111111111,363.2,0.2694147320632374,9.5,0.00011388888888887806,RACS_1824-06A_1921
J1828-1007,277.1264833333333,6.25e-05,-10.119472222222225,0.0002777777777777,302.6,0.1531969792414257,8.7,0.00028472222222214634,
J1828-1057,277.1385,0.0004166666666666,-10.957472222222222,0.0001944444444444,249.0,0.2463332571567106,15.0,0.00045980403770122215,
J1828-1336,277.1785416666666,0.0001666666666666,-13.6125,0.0013888888888888,494.7,0.8603321159906617,34.6,0.001398853145779256,
J1828-2119,277.0898333333333,0.0002083333333333,-21.33222222222222,0.0030555555555555,268.0,0.5145230695044655,24.0,0.0030626495932221573,
J1829+0000,277.44641666666666,0.000125,0.0023611111111111,0.0003055555555555,116.8,0.19914739705267,16.0,0.0003301351201111906,
J1829+2456,277.394445,8.333333333333333e-07,24.93838694444445,8.333333333333333e-07,13.7,0.04100982358117,0.8,1.1785113019775792e-06,
J1829+25,277.25,0.0,25.0,0.0,74.0,2.857,34.0,0.0,
J1829-0734,277.27237499999995,0.0001666666666666,-7.572777777777778,0.0008333333333333,316.8,0.318400873408,5.0,0.0008498365855987518,
J1829-1011,277.27525,0.0001666666666666,-10.190277777777778,0.0011111111111111,610.0,0.82916602078,98.8,0.0011235415786753505,
J1829-1751,277.4297359091938,1.1653941841760952e-05,-17.851082808829556,7.953309509823172e-05,216.829,0.3071329758225554,14.0,8.038238349511364e-05,RACS_1819-18A_1605
J1830-0052,277.62791666666664,0.0002083333333333,-0.8816666666666667,0.0004166666666666,220.4,0.3456980340206457,9.0,0.00046584749531238163,
J1830-0131,277.58171666666664,5e-05,-1.5300277777777778,0.0001666666666666,95.7,0.152511958009,11.0,0.00017400510848177865,
J1830-1059,277.6979583333333,0.0004166666666666,-10.9907,0.000225,159.7,0.4050731348389237,3.2,0.00047353575483912043,
J1830-1135,277.50716666666665,0.00025,-11.592222222222222,0.0016666666666666,257.0,6.221552666300743,62.2,0.001685312368012991,
J1830-1313,277.6749166666666,8.333333333333333e-05,-13.221166666666669,0.00125,537.0,0.7471876682,38.0,0.0012527746981977424,
J1830-1414,277.5014583333333,0.0001666666666666,-14.243611111111113,0.0011111111111111,393.6,0.7714925203759145,10.0,0.0011235415786753505,
J1831-0823,277.90139166666665,3.333333333333333e-05,-8.389972222222221,0.0001388888888888,245.9,0.6121329639725036,13.0,0.00014283289035749624,
J1831-0952,277.89293333333325,6.666666666666666e-05,-9.86713888888889,0.0003055555555555,247.0,0.0672668461151755,10.0,0.0003127437321118917,
