Gaussian_ID,RA,Dec,Total_flux_Source,S_Code
RACS_0526+25A_1765,83.623851,27.925558,1315.44,M
RACS_0526+25A_1766,83.61148,27.920655,1315.44,M
RACS_0526+25A_1771,83.60709,27.540162,1633.698,S
RACS_0526+25A_2810,81.074544,28.207062,3283.152,M
RACS_0526+25A_2808,81.100316,28.20954,3283.152,M
RACS_0526+25A_2807,81.133024,28.220743,3283.152,M
RACS_0526+25A_2806,81.124274,28.219464,3283.152,M
RACS_0526+25A_2805,81.113031,28.21447,3283.152,M
RACS_0526+25A_2812,81.125039,28.213234,3283.152,M
RACS_0526+25A_2804,81.136801,28.221158,3283.152,M
RACS_0526+25A_2803,81.09685,28.209063,3283.152,M
RACS_0526+25A_2811,81.090048,28.195775,3283.152,M
RACS_0526+25A_2809,81.109494,28.21399,3283.152,M
RACS_0540+18A_1532,87.724975,19.089022,1042.975,M
RACS_0540+18A_1531,87.725559,19.053196,1042.975,M
RACS_0540+18A_1537,87.727761,19.042363,1042.975,M
RACS_0540+18A_1536,87.723429,19.093382,1042.975,M
RACS_0540+18A_1538,87.728492,19.102246,1042.975,M
RACS_0540+18A_1534,87.724036,19.06974,1042.975,M
RACS_0540+18A_1533,87.750512,19.003848,1042.975,M
RACS_0540+18A_1535,87.738919,19.021045,1042.975,M
RACS_0540+18A_2014,86.885398,18.614609,1600.48,M
RACS_0540+18A_2013,86.887357,18.61211,1600.48,M
RACS_0553+12A_2641,89.585694,15.463285,1071.598,M
RACS_0553+12A_2640,89.600473,15.467878,1071.598,M
RACS_0553+12A_2639,89.588462,15.462579,1071.598,M
RACS_0553+12A_2638,89.576358,15.468533,1071.598,M
RACS_0553+25A_1426,91.224233,24.495785,1481.747,M
RACS_0553+25A_1428,91.236201,24.499838,1481.747,M
RACS_0553+25A_1429,91.228831,24.508069,1481.747,M
RACS_0553+25A_1425,91.233952,24.499234,1481.747,M
RACS_0553+25A_1427,91.230308,24.498945,1481.747,M
RACS_0553+25A_4064,87.790485,28.789177,1767.591,M
RACS_0553+25A_4046,87.788134,28.772477,1767.591,M
RACS_0553+25A_4047,87.782106,28.834184,1767.591,M
RACS_0553+25A_4048,87.777596,28.742435,1767.591,M
RACS_0553+25A_4049,87.789981,28.780838,1767.591,M
RACS_0553+25A_4050,87.785598,28.810751,1767.591,M
RACS_0553+25A_4051,87.790787,28.801534,1767.591,M
RACS_0553+25A_4052,87.785088,28.816588,1767.591,M
RACS_0553+25A_4065,87.793154,28.781335,1767.591,M
RACS_0553+25A_4053,87.780161,28.757363,1767.591,M
RACS_0553+25A_4055,87.793226,28.748404,1767.591,M
RACS_0553+25A_4056,87.784864,28.763963,1767.591,M
RACS_0553+25A_4057,87.790559,28.807806,1767.591,M
RACS_0553+25A_4058,87.787108,28.798216,1767.591,M
RACS_0553+25A_4059,87.784156,28.816201,1767.591,M
RACS_0553+25A_4060,87.763312,28.757614,1767.591,M
RACS_0553+25A_4061,87.784516,28.74014,1767.591,M
RACS_0553+25A_4062,87.785146,28.832505,1767.591,M
RACS_0553+25A_4063,87.769871,28.824959,1767.591,M
RACS_0553+25A_4054,87.780879,28.841513,1767.591,M
RACS_0553+25A_4530,87.171653,26.59312,1742.543,M
RACS_0553+25A_4528,87.186138,26.600391,1742.543,M
RACS_0553+25A_4527,87.177807,26.598842,1742.543,M
RACS_0553+25A_4529,87.183344,26.599247,1742.543,M
RACS_0553+25A_4524,87.167447,26.590188,1742.543,M
RACS_0553+25A_4523,87.196322,26.606324,1742.543,M
RACS_0553+25A_4522,87.185572,26.598587,1742.543,M
RACS_0553+25A_4525,87.172131,26.601239,1742.543,M
RACS_0553+25A_4526,87.192515,26.603755,1742.543,M
RACS_0553+25A_5384,86.007974,22.871145,1067.865,M
RACS_0553+25A_5381,86.009039,22.865417,1067.865,M
RACS_0553+25A_5386,86.018728,22.865675,1067.865,M
RACS_0553+25A_5385,86.003732,22.861662,1067.865,M
RACS_0553+25A_5383,86.00044,22.858993,1067.865,M
RACS_0553+25A_5382,85.998786,22.856164,1067.865,M
RACS_0553+25A_5617,85.544186,29.037044,1338.689,M
RACS_0553+25A_5616,85.549071,29.029623,1338.689,M
RACS_0553+25A_5614,85.546949,29.032913,1338.689,M
RACS_0553+25A_5615,85.549648,29.029383,1338.689,M
RACS_0553+25A_5732,85.307888,28.693562,2045.549,M
RACS_0553+25A_5731,85.305708,28.713133,2045.549,M
RACS_0553+25A_5730,85.322017,28.701978,2045.549,M
RACS_0553+25A_5729,85.308847,28.685004,2045.549,M
RACS_0553+25A_5728,85.307473,28.701514,2045.549,M
RACS_0553+25A_5735,85.312928,28.719927,2045.549,M
RACS_0553+25A_5727,85.324609,28.72763,2045.549,M
RACS_0553+25A_5733,85.320341,28.714116,2045.549,M
RACS_0553+25A_5726,85.306156,28.720526,2045.549,M
RACS_0553+25A_5734,85.322792,28.734686,2045.549,M
RACS_0553+25A_5808,85.345941,23.755619,1467.634,M
RACS_0553+25A_5809,85.332665,23.760875,1467.634,M
RACS_0553+25A_5807,85.328582,23.762928,1467.634,M
RACS_0553+25A_5804,85.333922,23.762291,1467.634,M
RACS_0553+25A_5805,85.343116,23.757584,1467.634,M
RACS_0553+25A_5806,85.337646,23.760964,1467.634,M
RACS_0606+18A_2277,93.249226,17.970312,1905.525,M
RACS_0606+18A_2276,93.24704,17.984599,1905.525,M
RACS_0606+18A_2272,93.256081,17.970018,1905.525,M
RACS_0606+18A_2274,93.2693,17.960746,1905.525,M
RACS_0606+18A_2271,93.266817,17.979696,1905.525,M
RACS_0606+18A_2273,93.284692,17.977147,1905.525,M
RACS_0606+18A_2275,93.277754,17.994164,1905.525,M
RACS_0606+18A_2896,92.389453,16.368443,1045.267,S
RACS_0606+18A_3779,91.119125,20.356001,3065.33,S
RACS_0606+18A_6685,90.963814,22.002114,3720.781,M
RACS_0606+18A_3881,90.964544,21.993946,3720.781,M
RACS_0606+18A_4179,90.488329,19.368072,1111.559,M
RACS_0606+18A_4183,90.488492,19.372635,1111.559,M
RACS_0606+18A_4182,90.496806,19.369138,1111.559,M
RACS_0606+18A_4181,90.485644,19.366955,1111.559,M
RACS_0606+18A_4180,90.495591,19.369613,1111.559,M
RACS_0606+18A_4178,90.495144,19.374962,1111.559,M
RACS_0606+18A_4568,89.981905,19.14781,1511.243,S
RACS_0606+18A_5602,88.425298,19.608482,2018.764,S
RACS_0618+12A_2052,96.440838,14.67203,3255.945,S
RACS_0618+12A_2683,95.420613,14.536447,3648.208,S
RACS_0618+12A_3105,94.738619,13.606658,2762.992,M
RACS_0618+12A_3104,94.738925,13.609148,2762.992,M
RACS_0618+12A_3528,94.079344,11.913421,1265.57,M
RACS_0618+12A_3523,94.091577,11.922964,1265.57,M
RACS_0618+12A_3525,94.100847,11.908042,1265.57,M
RACS_0618+12A_3526,94.09302,11.935319,1265.57,M
RACS_0618+12A_3527,94.098987,11.918166,1265.57,M
RACS_0618+12A_3524,94.091357,11.932527,1265.57,M
RACS_0618+12A_3529,94.092309,11.927948,1265.57,M
RACS_0620+25A_3344,95.713505,22.006993,1675.689,M
RACS_0620+25A_3343,95.707694,22.007338,1675.689,M
RACS_0620+25A_3345,95.709847,22.007356,1675.689,M
RACS_0620+25A_3652,95.306619,23.618641,1046.623,S
RACS_0620+25A_3686,95.261224,23.36405,1205.385,M
RACS_0620+25A_3687,95.262861,23.366968,1205.385,M
RACS_0620+25A_7231,93.443368,26.07702,7419.251,M
RACS_0620+25A_4655,93.453618,26.077151,7419.251,M
RACS_0620+25A_4656,93.464232,26.076617,7419.251,M
RACS_0620+25A_4657,93.46836,26.07678,7419.251,M
RACS_0620+25A_7230,93.448075,26.088217,7419.251,M
RACS_0620+25A_5544,91.924492,26.602078,1631.062,M
RACS_0620+25A_5543,91.931471,26.61684,1631.062,M
RACS_0620+25A_5542,91.92273,26.604655,1631.062,M
RACS_0620+25A_5540,91.933989,26.617575,1631.062,M
RACS_0620+25A_5539,91.919383,26.601708,1631.062,M
RACS_0620+25A_5538,91.937312,26.620077,1631.062,M
RACS_0620+25A_5537,91.92041,26.59972,1631.062,M
RACS_0620+25A_5541,91.922453,26.602807,1631.062,M
RACS_0624+00A_6293,98.493708,0.85701,1143.904,M
RACS_0624+00A_6292,98.500994,0.861452,1143.904,M
RACS_0624+00A_1743,98.506996,0.866251,1143.904,M
RACS_0624+00A_1742,98.494741,0.858009,1143.904,M
RACS_0624+00A_2565,97.051827,1.157428,1424.166,S
RACS_0624+06A_1426,99.02333,4.544782,1484.067,S
RACS_0624+06A_1802,98.303695,8.222244,1691.754,S
RACS_0624+06A_2758,96.466804,4.590002,1265.188,M
RACS_0624+06A_2757,96.465356,4.595689,1265.188,M
RACS_0624+06A_2759,96.464452,4.599183,1265.188,M
RACS_0624+06A_3434,95.474795,4.646997,1562.343,M
RACS_0624+06A_3435,95.463707,4.637621,1562.343,M
RACS_0624+06A_3436,95.468114,4.64174,1562.343,M
RACS_0624+06A_4323,94.108267,7.489774,1041.571,M
RACS_0624+06A_4324,94.118804,7.470839,1041.571,M
RACS_0624+06A_4325,94.095521,7.521553,1041.571,M
RACS_0624+06A_4326,94.088268,7.522018,1041.571,M
RACS_0624+06A_4327,94.047968,7.599166,1041.571,M
RACS_0624+06A_4328,94.045561,7.605794,1041.571,M
RACS_0624+06A_4322,94.09265,7.530459,1041.571,M
RACS_0624+06A_4329,94.061502,7.577774,1041.571,M
RACS_0624+06A_4331,94.038567,7.573157,1041.571,M
RACS_0624+06A_4332,94.022748,7.588423,1041.571,M
RACS_0624+06A_4333,94.071626,7.558332,1041.571,M
RACS_0624+06A_4330,94.060484,7.559984,1041.571,M
RACS_0624+06A_4321,94.124433,7.460786,1041.571,M
RACS_0632+18A_3928,98.179411,15.999407,2116.329,S
RACS_0632+18A_4112,97.887708,19.149188,1728.922,M
RACS_0632+18A_4119,97.885039,19.136627,1728.922,M
RACS_0632+18A_4118,97.890885,19.155676,1728.922,M
RACS_0632+18A_4117,97.894388,19.157183,1728.922,M
RACS_0632+18A_4116,97.88004,19.139647,1728.922,M
RACS_0632+18A_4115,97.889167,19.156482,1728.922,M
RACS_0632+18A_4114,97.885091,19.145189,1728.922,M
RACS_0632+18A_4113,97.882183,19.141737,1728.922,M
RACS_0632+18A_6166,95.081129,21.041579,1035.798,S
RACS_0644+12A_6074,98.063288,10.367157,2813.947,S
RACS_0649+00A_3990,102.11703,-2.369412,1800.996,M
RACS_0649+00A_3991,102.126079,-2.367911,1800.996,M
RACS_0649+06A_2444,104.005813,8.572759,1025.4,M
RACS_0649+06A_2442,104.002628,8.565021,1025.4,M
RACS_0649+06A_2443,104.004138,8.568813,1025.4,M
RACS_0649+06A_2901,103.289064,6.303138,1229.714,M
RACS_0649+06A_2902,103.27999,6.302843,1229.714,M
RACS_0649+06A_4411,101.314696,5.525812,2151.484,M
RACS_0649+06A_4409,101.320386,5.525783,2151.484,M
RACS_0649+06A_4414,101.318553,5.525795,2151.484,M
RACS_0649+06A_4413,101.326045,5.526344,2151.484,M
RACS_0649+06A_4412,101.319693,5.521631,2151.484,M
RACS_0649+06A_4410,101.323416,5.525657,2151.484,M
RACS_0649-06A_3062,103.321308,-7.329001,1094.08,S
RACS_0649-06A_3547,102.749902,-8.394199,1153.876,S
RACS_0709-12A_1193,110.339637,-12.101352,2121.637,M
RACS_0709-12A_1194,110.334456,-12.087614,2121.637,M
RACS_0709-12A_1192,110.346966,-12.100022,2121.637,M
RACS_0709-12A_1191,110.335311,-12.082858,2121.637,M
RACS_0709-12A_1188,110.339521,-12.093728,2121.637,M
RACS_0709-12A_1189,110.32922,-12.088715,2121.637,M
RACS_0709-12A_1190,110.349516,-12.090395,2121.637,M
RACS_0709-12A_2389,107.297728,-15.451791,1476.498,M
RACS_0709-12A_2386,107.301847,-15.450826,1476.498,M
RACS_0709-12A_2387,107.300497,-15.443863,1476.498,M
RACS_0709-12A_2388,107.300096,-15.447278,1476.498,M
RACS_0714+00A_3011,108.945383,-2.516891,2241.875,S
RACS_0714+00A_3930,107.722527,0.445837,1076.898,M
RACS_0714+00A_3931,107.723307,0.452058,1076.898,M
RACS_0714+00A_3932,107.723113,0.443008,1076.898,M
RACS_0714+00A_4642,106.874105,-0.435382,1029.717,S
RACS_0714-06A_4045,107.58353,-3.724356,1421.926,S
RACS_0714-06A_4437,106.960264,-8.002255,1512.514,M
RACS_0714-06A_4436,106.964299,-8.005264,1512.514,M
RACS_0714-06A_4435,106.95383,-7.986905,1512.514,M
RACS_0714-06A_4438,106.954484,-7.989254,1512.514,M
RACS_0714-25A_1435,111.885982,-25.60702,1146.037,M
RACS_0714-25A_1433,111.886976,-25.610551,1146.037,M
RACS_0714-25A_1434,111.892321,-25.60935,1146.037,M
RACS_0725-18A_1431,113.940657,-17.596794,2866.98,S
RACS_0725-18A_2223,112.53407,-18.560139,1462.036,M
RACS_0725-18A_2222,112.502155,-18.534672,1462.036,M
RACS_0725-18A_2221,112.519264,-18.542201,1462.036,M
RACS_0725-18A_5925,112.527775,-18.568208,1462.036,M
RACS_0725-18A_2219,112.518766,-18.534377,1462.036,M
RACS_0725-18A_2217,112.504441,-18.547658,1462.036,M
RACS_0725-18A_2220,112.501017,-18.562211,1462.036,M
RACS_0725-18A_2218,112.508684,-18.52464,1462.036,M
RACS_0725-18A_2398,112.360381,-22.305895,1131.453,M
RACS_0725-18A_2399,112.353238,-22.297512,1131.453,M
RACS_0725-18A_2400,112.366246,-22.306439,1131.453,M
RACS_0725-18A_2401,112.345816,-22.299014,1131.453,M
RACS_0725-18A_2402,112.359933,-22.301595,1131.453,M
RACS_0725-18A_3585,110.554876,-22.13324,1164.512,M
RACS_0725-18A_3586,110.556207,-22.130484,1164.512,M
RACS_0725-18A_3587,110.553522,-22.13424,1164.512,M
RACS_0725-18A_3595,110.569685,-16.737667,1005.217,M
RACS_0725-18A_3596,110.565864,-16.742496,1005.217,M
RACS_0725-18A_3597,110.567851,-16.724609,1005.217,M
RACS_0725-18A_3598,110.563361,-16.746402,1005.217,M
RACS_0725-18A_3599,110.567217,-16.745935,1005.217,M
RACS_0725-18A_3600,110.572321,-16.7357,1005.217,M
RACS_0725-18A_3607,110.546342,-18.806628,2899.225,M
RACS_0725-18A_3608,110.526917,-18.812074,2899.225,M
RACS_0725-18A_3609,110.542153,-18.806237,2899.225,M
RACS_0725-18A_3610,110.530555,-18.811495,2899.225,M
RACS_0725-18A_3611,110.546892,-18.803759,2899.225,M
RACS_0725-18A_3833,110.180809,-15.328742,1025.5,M
RACS_0725-18A_3832,110.182005,-15.32598,1025.5,M
RACS_0725-18A_4566,108.907677,-19.335939,1159.855,M
RACS_0725-18A_4567,108.91258,-19.334786,1159.855,M
RACS_0725-18A_4568,108.918615,-19.332148,1159.855,M
RACS_0725-18A_4569,108.906575,-19.347117,1159.855,M
RACS_0731-31A_2917,114.582295,-30.418097,2095.37,S
RACS_0734-12A_3713,112.579075,-11.686721,2230.629,S
RACS_0734-12A_4644,111.230016,-9.66262,2370.258,M
RACS_0734-12A_4643,111.228686,-9.668675,2370.258,M
RACS_0734-12A_4645,111.230722,-9.664221,2370.258,M
RACS_0741-25A_7764,117.985214,-27.97373,1950.337,M
RACS_0741-25A_2410,117.974574,-27.97506,1950.337,M
RACS_0741-25A_7765,117.963839,-27.976607,1950.337,M
RACS_0741-25A_4569,114.978593,-24.080719,1046.881,M
RACS_0741-25A_4570,114.969975,-24.08155,1046.881,M
RACS_0741-25A_4571,114.97856,-24.083698,1046.881,M
RACS_0741-25A_4572,114.970164,-24.078606,1046.881,M
RACS_0741-25A_6024,112.880934,-22.405611,1600.65,S
RACS_0741-25A_6079,112.776773,-23.694601,1202.223,M
RACS_0741-25A_6080,112.777344,-23.697295,1202.223,M
RACS_0741-25A_6105,112.682968,-26.336815,1743.134,M
RACS_0741-25A_6100,112.678222,-26.342358,1743.134,M
RACS_0741-25A_6099,112.668918,-26.346041,1743.134,M
RACS_0741-25A_6101,112.683847,-26.337719,1743.134,M
RACS_0741-25A_6102,112.669063,-26.338547,1743.134,M
RACS_0741-25A_6103,112.665728,-26.349501,1743.134,M
RACS_0741-25A_6104,112.679581,-26.348102,1743.134,M
RACS_0741-25A_6106,112.654642,-26.348289,1743.134,M
RACS_0751-18A_3280,118.148942,-22.044075,1465.679,M
RACS_0751-18A_6588,118.149549,-22.041417,1465.679,M
RACS_0751-18A_3467,117.845573,-19.294057,1793.117,M
RACS_0751-18A_3465,117.845109,-19.29197,1793.117,M
RACS_0751-18A_3466,117.847751,-19.290023,1793.117,M
RACS_0751-18A_3462,117.838704,-19.287901,1793.117,M
RACS_0751-18A_3460,117.837294,-19.280921,1793.117,M
RACS_0751-18A_3464,117.841492,-19.278364,1793.117,M
RACS_0751-18A_3463,117.853701,-19.299014,1793.117,M
RACS_0751-18A_3461,117.85099,-19.28836,1793.117,M
RACS_0751-18A_6599,116.880762,-19.291201,4159.216,M
RACS_0751-18A_6598,116.890665,-19.296731,4159.216,M
RACS_0751-18A_4092,116.880233,-19.294312,4159.216,M
RACS_0751-18A_6600,116.86989,-19.292475,4159.216,M
RACS_0751-18A_4142,116.833814,-18.946835,2362.676,S
RACS_0751-18A_4900,115.608219,-17.260931,1409.235,M
RACS_0751-18A_4901,115.59934,-17.240048,1409.235,M
RACS_0751-18A_4902,115.606605,-17.254086,1409.235,M
RACS_0751-18A_4903,115.604649,-17.249441,1409.235,M
RACS_0751-18A_4904,115.601378,-17.252031,1409.235,M
RACS_0800-31A_3208,121.810747,-33.505049,1589.363,M
RACS_0800-31A_3209,121.81294,-33.504581,1589.363,M
RACS_0800-31A_3210,121.812813,-33.507817,1589.363,M
RACS_0800-31A_7109,116.811202,-30.826099,1158.855,M
RACS_0800-31A_8999,116.813985,-30.83426,1158.855,M
RACS_0800-31A_9000,116.808534,-30.817759,1158.855,M
RACS_0810-37A_2358,125.220999,-36.219689,4160.016,M
RACS_0810-37A_2357,125.239846,-36.227359,4160.016,M
RACS_0810-37A_2356,125.224238,-36.221266,4160.016,M
RACS_0810-37A_2355,125.215827,-36.220032,4160.016,M
RACS_0810-37A_2354,125.220837,-36.211606,4160.016,M
RACS_0810-37A_2352,125.229098,-36.216786,4160.016,M
RACS_0810-37A_2351,125.217363,-36.215158,4160.016,M
RACS_0810-37A_2353,125.233932,-36.229398,4160.016,M
RACS_0810-37A_3756,123.560713,-35.640331,1255.556,S
RACS_0810-37A_4752,122.383161,-39.094323,3866.566,M
RACS_0810-37A_4753,122.366318,-39.099378,3866.566,M
RACS_0810-37A_4750,122.404748,-39.08552,3866.566,M
RACS_0810-37A_4749,122.387781,-39.089682,3866.566,M
RACS_0810-37A_4748,122.354967,-39.098584,3866.566,M
RACS_0810-37A_4746,122.36634,-39.095437,3866.566,M
RACS_0810-37A_4745,122.401948,-39.085652,3866.566,M
RACS_0810-37A_4751,122.359836,-39.097924,3866.566,M
RACS_0810-37A_4747,122.395182,-39.088872,3866.566,M
RACS_0810-37A_5627,121.339555,-36.259765,1121.222,S
RACS_0822-43A_1488,129.646508,-44.56709,1209.428,M
RACS_0822-43A_1487,129.669633,-44.564516,1209.428,M
RACS_0822-43A_1490,129.657366,-44.566535,1209.428,M
RACS_0822-43A_1491,129.649757,-44.565171,1209.428,M
RACS_0822-43A_1492,129.66264,-44.550363,1209.428,M
RACS_0822-43A_1493,129.658228,-44.571018,1209.428,M
RACS_0822-43A_1489,129.665593,-44.56367,1209.428,M
RACS_0822-43A_1979,128.835279,-45.176133,2453.141,S
RACS_0822-43A_9139,126.112198,-43.039999,3880.468,M
RACS_0822-43A_9138,126.086821,-43.122476,3880.468,M
RACS_0822-43A_9137,126.081448,-43.081502,3880.468,M
RACS_0822-43A_9136,126.101074,-43.090678,3880.468,M
RACS_0822-43A_4040,125.347196,-43.363647,1205.832,S
RACS_0822-43A_4205,125.147759,-43.006273,1059.961,M
RACS_0822-43A_4206,125.168015,-43.016832,1059.961,M
RACS_0828-31A_3455,128.242656,-33.43757,1117.882,S
RACS_0828-31A_4212,127.12157,-32.006532,1961.315,S
RACS_0828-31A_5573,125.341009,-30.184771,5010.93,M
RACS_0828-31A_5558,125.327471,-30.160945,5010.93,M
RACS_0828-31A_5559,125.353037,-30.179848,5010.93,M
RACS_0828-31A_5560,125.380543,-30.199306,5010.93,M
RACS_0828-31A_5561,125.398534,-30.209646,5010.93,M
RACS_0828-31A_5571,125.357292,-30.181979,5010.93,M
RACS_0828-31A_5562,125.410481,-30.213261,5010.93,M
RACS_0828-31A_5563,125.337363,-30.175755,5010.93,M
RACS_0828-31A_5564,125.40396,-30.217538,5010.93,M
RACS_0828-31A_5565,125.322701,-30.158796,5010.93,M
RACS_0828-31A_5566,125.412982,-30.21899,5010.93,M
RACS_0828-31A_5567,125.341169,-30.167481,5010.93,M
RACS_0828-31A_5568,125.325211,-30.165042,5010.93,M
RACS_0828-31A_5569,125.377955,-30.209935,5010.93,M
RACS_0828-31A_5572,125.329249,-30.176959,5010.93,M
RACS_0828-31A_8965,125.31379,-30.145507,5010.93,M
RACS_0828-31A_5570,125.369789,-30.189448,5010.93,M
RACS_0828-31A_5574,125.396873,-30.201857,5010.93,M
RACS_0828-31A_5576,125.323974,-30.156503,5010.93,M
RACS_0828-31A_5575,125.388099,-30.189716,5010.93,M
RACS_0840-37A_2258,133.104505,-39.432414,1072.425,M
RACS_0840-37A_2259,133.105554,-39.435782,1072.425,M
RACS_0840-37A_5382,128.639902,-34.745239,1107.3,M
RACS_0840-37A_5383,128.655788,-34.750379,1107.3,M
RACS_0840-37A_5384,128.625229,-34.740227,1107.3,M
RACS_0840-37A_5706,128.030153,-38.612579,1082.743,M
RACS_0840-37A_5707,128.045359,-38.614409,1082.743,M
RACS_0840-37A_5708,128.037262,-38.61317,1082.743,M
RACS_0840-37A_6450,127.01962,-37.518259,1645.852,S
RACS_0840-37A_6836,126.529444,-35.547412,1474.063,M
RACS_0840-37A_6835,126.523106,-35.545235,1474.063,M
RACS_0840-37A_6834,126.527726,-35.546494,1474.063,M
RACS_0855-43A_2372,137.790981,-45.086508,1279.002,M
RACS_0855-43A_2370,137.797266,-45.073762,1279.002,M
RACS_0855-43A_2371,137.812595,-45.078739,1279.002,M
RACS_0855-43A_2379,137.801948,-45.076662,1279.002,M
RACS_0855-43A_2373,137.808797,-45.076885,1279.002,M
RACS_0855-43A_2374,137.800595,-45.085132,1279.002,M
RACS_0855-43A_2375,137.799313,-45.059529,1279.002,M
RACS_0855-43A_2376,137.819606,-45.063496,1279.002,M
RACS_0855-43A_2377,137.813599,-45.067935,1279.002,M
RACS_0855-43A_2378,137.770271,-45.091616,1279.002,M
RACS_0855-43A_8328,137.191986,-43.969685,1368.298,M
RACS_0855-43A_2712,137.213888,-43.959516,1368.298,M
RACS_0855-43A_2713,137.193059,-43.968775,1368.298,M
RACS_0855-43A_2709,137.190835,-43.96754,1368.298,M
RACS_0855-43A_2711,137.198851,-43.965237,1368.298,M
RACS_0855-43A_2710,137.217031,-43.956747,1368.298,M
RACS_0855-43A_3219,136.335244,-42.044239,1038.392,S
RACS_0855-43A_3663,135.710308,-45.926593,1255.125,M
RACS_0855-43A_3664,135.71198,-45.921438,1255.125,M
RACS_0855-43A_8339,134.86844,-43.754583,20974.424,M
RACS_0855-43A_4013,134.879168,-43.764152,20974.424,M
RACS_0855-43A_4012,134.871919,-43.728205,20974.424,M
RACS_0855-43A_4010,134.878003,-43.77695,20974.424,M
RACS_0855-43A_4009,134.848156,-43.767228,20974.424,M
RACS_0855-43A_4008,134.848487,-43.756406,20974.424,M
RACS_0855-43A_4011,134.860258,-43.770554,20974.424,M
RACS_0855-43A_4147,134.788542,-47.337612,1852.688,S
RACS_0855-43A_4462,134.117371,-43.099086,2755.816,M
RACS_0855-43A_4463,134.115225,-43.095123,2755.816,M
RACS_0855-43A_4464,134.101155,-43.115433,2755.816,M
RACS_0855-43A_4466,134.118072,-43.126849,2755.816,M
RACS_0855-43A_4467,134.108357,-43.096894,2755.816,M
RACS_0855-43A_4468,134.133927,-43.097964,2755.816,M
RACS_0855-43A_4461,134.119699,-43.108065,2755.816,M
RACS_0855-43A_4465,134.117267,-43.106282,2755.816,M
RACS_0855-43A_5887,131.405285,-43.843014,2665.02,M
RACS_0855-43A_5889,131.414094,-43.828787,2665.02,M
RACS_0855-43A_5888,131.417057,-43.8552,2665.02,M
RACS_0855-43A_5886,131.403523,-43.86188,2665.02,M
RACS_0855-43A_5884,131.405642,-43.853146,2665.02,M
RACS_0855-43A_5885,131.391336,-43.838111,2665.02,M
RACS_0855-43A_5882,131.375384,-43.863635,2665.02,M
RACS_0855-43A_5881,131.395627,-43.848754,2665.02,M
RACS_0855-43A_5880,131.413462,-43.839971,2665.02,M
RACS_0855-43A_5879,131.383227,-43.844543,2665.02,M
RACS_0855-43A_5883,131.396062,-43.851929,2665.02,M
RACS_0855-43A_6685,130.010355,-42.544153,1493.109,M
RACS_0855-43A_6687,130.011863,-42.550793,1493.109,M
RACS_0855-43A_6688,130.008454,-42.53267,1493.109,M
RACS_0855-43A_6689,130.010468,-42.537822,1493.109,M
RACS_0855-43A_6690,130.024057,-42.545154,1493.109,M
RACS_0855-43A_6686,130.007671,-42.536652,1493.109,M
RACS_0855-43A_8469,134.881262,-43.726081,4465.983,S
RACS_0913-50A_3816,141.099791,-51.997284,27220.65,M
RACS_0913-50A_3815,141.11041,-51.989627,27220.65,M
RACS_0913-50A_9645,141.075539,-51.987153,27220.65,M
RACS_0913-50A_3813,141.115573,-51.991315,27220.65,M
RACS_0913-50A_3817,141.112609,-52.009918,27220.65,M
RACS_0913-50A_3818,141.095917,-51.977517,27220.65,M
RACS_0913-50A_3819,141.177241,-52.032676,27220.65,M
RACS_0913-50A_3820,141.088309,-51.992745,27220.65,M
RACS_0913-50A_3812,141.147213,-52.019756,27220.65,M
RACS_0913-50A_3814,141.075227,-51.986146,27220.65,M
RACS_0913-50A_6326,137.05366,-53.327417,1491.898,M
RACS_0913-50A_6327,137.02253,-53.335053,1491.898,M
RACS_0913-50A_9698,137.038404,-53.330591,1491.898,M
RACS_0913-50A_6350,137.176129,-47.613957,1118.406,M
RACS_0913-50A_9699,137.176016,-47.615976,1118.406,M
RACS_0913-50A_7071,135.846058,-48.408824,9161.035,M
RACS_0913-50A_7073,135.840432,-48.428826,9161.035,M
RACS_0913-50A_7063,135.860883,-48.420089,9161.035,M
RACS_0913-50A_7064,135.888257,-48.468042,9161.035,M
RACS_0913-50A_7065,135.848599,-48.442956,9161.035,M
RACS_0913-50A_7066,135.87524,-48.437522,9161.035,M
RACS_0913-50A_7067,135.841614,-48.428263,9161.035,M
RACS_0913-50A_7068,135.905713,-48.475031,9161.035,M
RACS_0913-50A_7069,135.919105,-48.464835,9161.035,M
RACS_0913-50A_7070,135.862809,-48.435137,9161.035,M
RACS_0913-50A_7072,135.904231,-48.461984,9161.035,M
RACS_0913-50A_7074,135.931117,-48.449939,9161.035,M
RACS_0913-50A_7075,135.851389,-48.453771,9161.035,M
RACS_0913-50A_7118,135.788313,-48.910856,1318.837,M
RACS_0913-50A_7117,135.831581,-48.903563,1318.837,M
RACS_0913-50A_7116,135.810585,-48.925997,1318.837,M
RACS_0913-50A_7115,135.808303,-48.922291,1318.837,M
RACS_0913-50A_7114,135.823552,-48.920816,1318.837,M
RACS_0913-50A_7113,135.808154,-48.907374,1318.837,M
RACS_0913-50A_7349,135.480608,-47.725833,2222.376,M
RACS_0913-50A_7350,135.474952,-47.736409,2222.376,M
RACS_0913-50A_7351,135.479775,-47.728549,2222.376,M
RACS_0913-50A_7352,135.475917,-47.729815,2222.376,M
RACS_0913-50A_7353,135.482087,-47.73119,2222.376,M
RACS_0913-50A_7683,134.773916,-47.504488,72769.611,M
