Gaussian_ID,RA,Dec,Total_flux_Source,S_Code
RACS_0547-62A_4265,90.640069,-64.725219,2224.869,M
RACS_0547-62A_4264,90.66154,-64.730377,2224.869,M
RACS_0547-62A_4263,90.665532,-64.720827,2224.869,M
RACS_0547-62A_4268,90.678107,-64.724133,2224.869,M
RACS_0547-62A_7222,85.203384,-62.857301,1024.034,M
RACS_0547-62A_7223,85.234199,-62.833906,1024.034,M
RACS_0547-62A_7224,85.203374,-62.862226,1024.034,M
RACS_0547-62A_7226,85.240111,-62.829162,1024.034,M
RACS_0547-62A_7227,85.243099,-62.840957,1024.034,M
RACS_0547-62A_7229,85.221461,-62.85871,1024.034,M
RACS_0547-62A_7230,85.230259,-62.830785,1024.034,M
RACS_0547-62A_7231,85.223488,-62.829431,1024.034,M
RACS_0547-62A_7232,85.182851,-62.854325,1024.034,M
RACS_0547-62A_7225,85.225098,-62.845219,1024.034,M
RACS_0547-62A_7228,85.214425,-62.867546,1024.034,M
RACS_0547-62A_7295,85.232681,-61.686685,1256.612,M
RACS_0547-62A_7290,85.236957,-61.693688,1256.612,M
RACS_0547-62A_7291,85.187811,-61.714225,1256.612,M
RACS_0547-62A_7292,85.203688,-61.712204,1256.612,M
RACS_0547-62A_7293,85.219504,-61.70608,1256.612,M
RACS_0547-62A_7294,85.225256,-61.699043,1256.612,M
RACS_0547-62A_7299,85.216434,-61.696918,1256.612,M
RACS_0547-62A_7296,85.231536,-61.699732,1256.612,M
RACS_0547-62A_7297,85.181189,-61.717871,1256.612,M
RACS_0547-62A_7298,85.182664,-61.712195,1256.612,M
RACS_0547-62A_8223,83.680083,-61.362432,2062.535,M
RACS_0547-62A_8224,83.742509,-61.368241,2062.535,M
RACS_0547-62A_8225,83.73686,-61.368114,2062.535,M
RACS_0547-62A_8226,83.686493,-61.364005,2062.535,M
RACS_0547-62A_8227,83.709554,-61.364952,2062.535,M
RACS_0547-62A_8372,83.205569,-63.804173,1512.617,M
RACS_0547-62A_8373,83.193927,-63.805738,1512.617,M
RACS_0547-62A_8374,83.20754,-63.814821,1512.617,M
RACS_0553+12A_3095,88.889304,12.538991,2056.358,S
RACS_0553+12A_3691,87.956388,10.088703,1075.881,M
RACS_0553+12A_3693,87.956057,10.090298,1075.881,M
RACS_0553+12A_3692,87.955478,10.086926,1075.881,M
RACS_0553-12A_2195,90.784528,-13.168241,2025.197,M
RACS_0553-12A_2196,90.779505,-13.173406,2025.197,M
RACS_0553-12A_2198,90.773075,-13.170768,2025.197,M
RACS_0553-12A_2197,90.788094,-13.166707,2025.197,M
RACS_0553-12A_4687,87.886222,-10.389106,1796.741,M
RACS_0553-12A_4685,87.882885,-10.394932,1796.741,M
RACS_0553-12A_4686,87.890561,-10.380597,1796.741,M
RACS_0553-25A_2712,89.585165,-28.153946,1193.766,M
RACS_0553-25A_7427,89.596373,-28.153378,1193.766,M
RACS_0553-25A_7428,89.573738,-28.154282,1193.766,M
RACS_0553-25A_4865,86.49516,-26.505066,1461.764,M
RACS_0553-25A_4867,86.49236,-26.505329,1461.764,M
RACS_0553-25A_4866,86.492179,-26.502223,1461.764,M
RACS_0553-25A_5399,85.782556,-24.352267,1692.979,M
RACS_0553-25A_5400,85.779381,-24.349182,1692.979,M
RACS_0553-25A_5401,85.782242,-24.348256,1692.979,M
RACS_0553-25A_5402,85.781596,-24.350436,1692.979,M
RACS_0600+00A_2222,91.40219,1.753821,1027.096,S
RACS_0600-06A_1993,91.998477,-8.580379,2417.352,S
RACS_0600-06A_2019,91.94367,-6.384202,2590.436,M
RACS_0600-06A_2020,91.939542,-6.384983,2590.436,M
RACS_0600-06A_2021,91.940937,-6.381617,2590.436,M
RACS_0600-06A_6206,87.007085,-6.211457,1090.687,S
RACS_0606-18A_1359,94.906615,-20.90794,1312.534,M
RACS_0606-18A_7114,94.894631,-20.901737,1312.534,M
RACS_0606-18A_1358,94.904613,-20.903268,1312.534,M
RACS_0606-18A_1558,94.615752,-20.863319,1094.288,M
RACS_0606-18A_1556,94.615672,-20.861428,1094.288,M
RACS_0606-18A_1557,94.615551,-20.859644,1094.288,M
RACS_0606-18A_1657,94.362393,-17.248795,1082.013,M
RACS_0606-18A_1654,94.349346,-17.251599,1082.013,M
RACS_0606-18A_1653,94.374158,-17.248359,1082.013,M
RACS_0606-18A_1656,94.3922,-17.245936,1082.013,M
RACS_0606-18A_1651,94.392381,-17.228979,1082.013,M
RACS_0606-18A_1650,94.32398,-17.256196,1082.013,M
RACS_0606-18A_1649,94.389579,-17.2565,1082.013,M
RACS_0606-18A_1652,94.400767,-17.222363,1082.013,M
RACS_0606-18A_1655,94.391578,-17.253494,1082.013,M
RACS_0606-18A_3002,92.420349,-15.71117,2299.701,S
RACS_0606-18A_7139,91.638991,-20.370201,4269.749,M
RACS_0606-18A_3513,91.640013,-20.366905,4269.749,M
RACS_0606-18A_3584,91.475828,-17.919875,1078.419,M
RACS_0606-18A_3586,91.4966,-17.925225,1078.419,M
RACS_0606-18A_3582,91.486559,-17.922778,1078.419,M
RACS_0606-18A_3585,91.496173,-17.924984,1078.419,M
RACS_0606-18A_3587,91.490662,-17.907608,1078.419,M
RACS_0606-18A_3583,91.483012,-17.919103,1078.419,M
RACS_0606-18A_5854,88.464703,-17.169913,1026.63,S
RACS_0607-31A_8594,91.07028,-31.931218,3927.358,M
RACS_0607-31A_8595,91.059442,-31.93205,3927.358,M
RACS_0607-31A_5006,91.060437,-31.932349,3927.358,M
RACS_0607-31A_5153,90.810066,-34.428319,2476.637,M
RACS_0607-31A_5152,90.795549,-34.449234,2476.637,M
RACS_0607-31A_5154,90.797926,-34.447713,2476.637,M
RACS_0607-31A_5155,90.804121,-34.436376,2476.637,M
RACS_0607-31A_5156,90.807582,-34.430131,2476.637,M
RACS_0607-31A_6117,89.499616,-28.93042,1675.229,S
RACS_0607-31A_8616,89.06954,-32.378566,1865.728,M
RACS_0607-31A_6338,89.061838,-32.384687,1865.728,M
RACS_0607-31A_6339,89.070503,-32.387975,1865.728,M
RACS_0607-37A_2540,95.019146,-37.19126,3988.399,M
RACS_0607-37A_2538,94.994567,-37.201525,3988.399,M
RACS_0607-37A_2550,95.004008,-37.195583,3988.399,M
RACS_0607-37A_2549,95.021997,-37.188047,3988.399,M
RACS_0607-37A_2548,95.024671,-37.196963,3988.399,M
RACS_0607-37A_2539,95.018872,-37.175786,3988.399,M
RACS_0607-37A_2546,94.99102,-37.206622,3988.399,M
RACS_0607-37A_2547,95.013755,-37.190996,3988.399,M
RACS_0607-37A_2543,94.992297,-37.192661,3988.399,M
RACS_0607-37A_2541,94.982482,-37.194229,3988.399,M
RACS_0607-37A_2542,95.015077,-37.195872,3988.399,M
RACS_0607-37A_2544,94.987854,-37.195986,3988.399,M
RACS_0607-37A_2545,95.0085,-37.186353,3988.399,M
RACS_0607-37A_2957,94.384298,-36.570709,2924.18,M
RACS_0607-37A_9583,94.377904,-36.577288,2924.18,M
RACS_0607-37A_3072,94.149616,-34.937868,3669.313,S
RACS_0607-37A_9625,91.468789,-35.308707,1879.121,M
RACS_0607-37A_9626,91.462175,-35.296991,1879.121,M
RACS_0607-37A_5254,91.474843,-35.302037,1879.121,M
RACS_0607-37A_6023,90.509388,-38.320934,1873.55,M
RACS_0607-37A_6024,90.51514,-38.318303,1873.55,M
RACS_0607-37A_6025,90.512819,-38.318811,1873.55,M
RACS_0608-43A_2700,95.254763,-45.077611,2071.191,S
RACS_0608-43A_9484,88.323037,-46.187835,1546.014,M
RACS_0608-43A_7454,88.308987,-46.179417,1546.014,M
RACS_0609-50A_2490,95.507529,-47.588575,1100.982,M
RACS_0609-50A_2491,95.504889,-47.606419,1100.982,M
RACS_0609-50A_2492,95.499881,-47.588336,1100.982,M
RACS_0609-50A_2493,95.509672,-47.60264,1100.982,M
RACS_0609-50A_2494,95.501348,-47.591093,1100.982,M
RACS_0609-50A_2495,95.488585,-47.587958,1100.982,M
RACS_0609-50A_2660,95.444665,-52.682989,4956.92,M
RACS_0609-50A_2659,95.374132,-52.675844,4956.92,M
RACS_0609-50A_2667,95.463637,-52.670052,4956.92,M
RACS_0609-50A_2668,95.406167,-52.6832,4956.92,M
RACS_0609-50A_2658,95.487724,-52.656836,4956.92,M
RACS_0609-50A_2664,95.434143,-52.68544,4956.92,M
RACS_0609-50A_2663,95.431841,-52.691395,4956.92,M
RACS_0609-50A_2662,95.413211,-52.692281,4956.92,M
RACS_0609-50A_2661,95.396343,-52.686353,4956.92,M
RACS_0609-50A_2666,95.420743,-52.696235,4956.92,M
RACS_0609-50A_2665,95.388577,-52.664324,4956.92,M
RACS_0609-50A_2996,94.519604,-48.767411,2101.219,M
RACS_0609-50A_9062,94.594774,-48.67781,2101.219,M
RACS_0609-50A_9063,94.569017,-48.683342,2101.219,M
RACS_0609-50A_3011,94.463592,-48.823184,2101.219,M
RACS_0609-50A_3012,94.489532,-48.786972,2101.219,M
RACS_0609-50A_3009,94.522715,-48.771167,2101.219,M
RACS_0609-50A_2997,94.532279,-48.700365,2101.219,M
RACS_0609-50A_2998,94.56786,-48.732727,2101.219,M
RACS_0609-50A_2999,94.494109,-48.78662,2101.219,M
RACS_0609-50A_3000,94.552901,-48.749863,2101.219,M
RACS_0609-50A_3001,94.547447,-48.72084,2101.219,M
RACS_0609-50A_3002,94.512416,-48.769719,2101.219,M
RACS_0609-50A_3003,94.55279,-48.714004,2101.219,M
RACS_0609-50A_3004,94.572203,-48.729325,2101.219,M
RACS_0609-50A_3005,94.524956,-48.715274,2101.219,M
RACS_0609-50A_3007,94.520001,-48.762526,2101.219,M
RACS_0609-50A_3008,94.565234,-48.720809,2101.219,M
RACS_0609-50A_3010,94.540778,-48.725527,2101.219,M
RACS_0609-50A_3006,94.506082,-48.768402,2101.219,M
RACS_0609-50A_3719,93.390688,-47.461103,1854.785,M
RACS_0609-50A_9072,93.383269,-47.458429,1854.785,M
RACS_0609-50A_3718,93.377271,-47.454156,1854.785,M
RACS_0609-50A_4771,91.73699,-49.4927,1422.261,M
RACS_0609-50A_4769,91.743558,-49.493381,1422.261,M
RACS_0609-50A_4768,91.716142,-49.497036,1422.261,M
RACS_0609-50A_4767,91.753007,-49.495405,1422.261,M
RACS_0609-50A_4766,91.727512,-49.487358,1422.261,M
RACS_0609-50A_4765,91.755162,-49.487775,1422.261,M
RACS_0609-50A_4764,91.734939,-49.491765,1422.261,M
RACS_0609-50A_4770,91.726516,-49.500936,1422.261,M
RACS_0618-12A_4331,94.154109,-14.349042,1521.94,M
RACS_0618-12A_4332,94.157903,-14.344955,1521.94,M
RACS_0618-12A_4330,94.159325,-14.344677,1521.94,M
RACS_0620+25A_1905,97.863133,25.014784,1704.949,M
RACS_0620+25A_1907,97.861484,25.026046,1704.949,M
RACS_0620+25A_1906,97.844853,25.007611,1704.949,M
RACS_0620+25A_1904,97.84369,25.028782,1704.949,M
RACS_0620+25A_1903,97.847866,25.018538,1704.949,M
RACS_0620+25A_1902,97.868127,25.006933,1704.949,M
RACS_0620+25A_1901,97.852222,25.016802,1704.949,M
RACS_0620+25A_1900,97.844704,25.018519,1704.949,M
RACS_0620+25A_2717,96.729804,26.38794,1915.839,M
RACS_0620+25A_2718,96.72806,26.3888,1915.839,M
RACS_0620+25A_2716,96.728091,26.389424,1915.839,M
RACS_0620+25A_2715,96.731147,26.387416,1915.839,M
RACS_0620-25A_1598,98.071759,-27.355411,1330.721,M
RACS_0620-25A_7420,98.108855,-27.354799,1330.721,M
RACS_0620-25A_1597,98.117273,-27.354049,1330.721,M
RACS_0620-25A_7458,95.133201,-25.25131,1286.178,M
RACS_0620-25A_7457,95.133727,-25.258117,1286.178,M
RACS_0620-25A_7456,95.144369,-25.254441,1286.178,M
RACS_0620-25A_3794,95.133458,-25.254666,1286.178,M
RACS_0620-25A_4343,94.338059,-28.430412,1143.874,M
RACS_0620-25A_4344,94.33544,-28.427144,1143.874,M
RACS_0620-25A_4345,94.340583,-28.433488,1143.874,M
RACS_0620-25A_4985,93.388205,-25.506987,1381.311,M
RACS_0620-25A_4987,93.389624,-25.510256,1381.311,M
RACS_0620-25A_4988,93.392123,-25.513964,1381.311,M
RACS_0620-25A_4986,93.386437,-25.501635,1381.311,M
RACS_0620-25A_4989,93.395515,-25.516665,1381.311,M
RACS_0620-25A_4990,93.387897,-25.504203,1381.311,M
RACS_0620-25A_4991,93.389976,-25.516874,1381.311,M
RACS_0624+00A_3437,95.675684,-2.543158,1323.609,S
RACS_0624-06A_3101,96.792517,-5.887162,26203.393,M
RACS_0624-06A_3102,96.789749,-5.889239,26203.393,M
RACS_0624-06A_3100,96.784091,-5.897788,26203.393,M
RACS_0624-06A_3099,96.791563,-5.884679,26203.393,M
RACS_0624-06A_4664,93.770663,-3.504233,1133.931,M
RACS_0624-06A_4663,93.798511,-3.553001,1133.931,M
RACS_0624-06A_4668,93.80204,-3.551774,1133.931,M
RACS_0624-06A_4669,93.775746,-3.514473,1133.931,M
RACS_0624-06A_4667,93.795406,-3.547898,1133.931,M
RACS_0624-06A_4665,93.792687,-3.542691,1133.931,M
RACS_0624-06A_4666,93.77162,-3.510008,1133.931,M
RACS_0630-68A_9779,92.204268,-65.84134,1805.779,M
RACS_0630-68A_9778,92.203764,-65.824268,1805.779,M
RACS_0630-68A_9777,92.157068,-65.827189,1805.779,M
RACS_0630-68A_9776,92.245531,-65.859944,1805.779,M
RACS_0630-68A_9775,92.176562,-65.856487,1805.779,M
RACS_0630-68A_9774,92.235602,-65.841094,1805.779,M
RACS_0630-68A_9773,92.231725,-65.868074,1805.779,M
RACS_0630-68A_9770,92.188563,-65.865917,1805.779,M
RACS_0630-68A_9771,92.249135,-65.86421,1805.779,M
RACS_0630-68A_9769,92.240269,-65.856998,1805.779,M
RACS_0630-68A_9768,92.19992,-65.880096,1805.779,M
RACS_0630-68A_9767,92.200493,-65.831343,1805.779,M
RACS_0630-68A_9766,92.189834,-65.85411,1805.779,M
RACS_0630-68A_9765,92.243304,-65.876315,1805.779,M
RACS_0630-68A_9762,92.23003,-65.852738,1805.779,M
RACS_0630-68A_9772,92.206347,-65.858384,1805.779,M
RACS_0630-68A_9764,92.168359,-65.84619,1805.779,M
RACS_0630-68A_9763,92.219261,-65.88304,1805.779,M
RACS_0632+18A_3430,98.840881,18.920786,1223.729,M
RACS_0632+18A_7497,98.839248,18.909284,1223.729,M
RACS_0632+18A_3517,98.714339,19.160486,1270.338,M
RACS_0632+18A_3518,98.711952,19.163483,1270.338,M
RACS_0632+18A_3519,98.721865,19.163528,1270.338,M
RACS_0632-18A_2428,99.664899,-16.821317,2186.508,M
RACS_0632-18A_2429,99.657448,-16.819547,2186.508,M
RACS_0632-18A_2430,99.65849,-16.822928,2186.508,M
RACS_0632-18A_2427,99.651368,-16.82166,2186.508,M
RACS_0632-18A_2829,99.143438,-20.633557,13271.006,M
RACS_0632-18A_2828,99.133021,-20.65498,13271.006,M
RACS_0632-18A_2827,99.134953,-20.487723,13271.006,M
RACS_0632-18A_2825,99.133162,-20.515305,13271.006,M
RACS_0632-18A_2824,99.132849,-20.500405,13271.006,M
RACS_0632-18A_2823,99.129687,-20.602155,13271.006,M
RACS_0632-18A_2822,99.145373,-20.694755,13271.006,M
RACS_0632-18A_2821,99.127448,-20.489117,13271.006,M
RACS_0632-18A_2819,99.139706,-20.528673,13271.006,M
RACS_0632-18A_2826,99.135396,-20.677885,13271.006,M
RACS_0632-18A_2820,99.131153,-20.575709,13271.006,M
RACS_0632-18A_2816,99.129835,-20.481038,13271.006,M
RACS_0632-18A_2805,99.13698,-20.710102,13271.006,M
RACS_0632-18A_2806,99.129757,-20.4835,13271.006,M
RACS_0632-18A_2817,99.137357,-20.713092,13271.006,M
RACS_0632-18A_2807,99.129345,-20.634305,13271.006,M
RACS_0632-18A_2808,99.138945,-20.703743,13271.006,M
RACS_0632-18A_2809,99.128995,-20.562139,13271.006,M
RACS_0632-18A_2818,99.124438,-20.531923,13271.006,M
RACS_0632-18A_2811,99.131368,-20.493256,13271.006,M
RACS_0632-18A_2815,99.135971,-20.555008,13271.006,M
RACS_0632-18A_2813,99.137278,-20.608381,13271.006,M
RACS_0632-18A_2814,99.133042,-20.53832,13271.006,M
RACS_0632-18A_2810,99.129748,-20.516763,13271.006,M
RACS_0632-18A_2812,99.137669,-20.67977,13271.006,M
RACS_0632-18A_7075,98.291239,-18.050866,1178.603,M
RACS_0632-18A_7076,98.290953,-18.04429,1178.603,M
RACS_0632-18A_3419,98.291116,-18.047562,1178.603,M
RACS_0632-18A_4198,97.137162,-21.208467,1488.749,S
RACS_0632-18A_4580,96.613502,-16.67819,1666.111,M
RACS_0632-18A_4581,96.613968,-16.674807,1666.111,M
RACS_0632-18A_4582,96.612889,-16.676319,1666.111,M
RACS_0632-18A_4997,95.991739,-21.6298,1196.373,S
RACS_0635-31A_1953,102.05919,-30.737223,1006.517,M
RACS_0635-31A_1951,102.058386,-30.738663,1006.517,M
RACS_0635-31A_1952,102.039741,-30.728769,1006.517,M
RACS_0635-31A_3973,99.760012,-28.625664,1039.693,M
RACS_0635-31A_3972,99.744709,-28.637908,1039.693,M
RACS_0635-31A_5522,97.956251,-32.283809,1033.848,M
RACS_0635-31A_5523,97.961907,-32.27854,1033.848,M
RACS_0635-31A_5524,97.955173,-32.286315,1033.848,M
RACS_0637-62A_3305,104.547943,-65.744455,3014.304,M
RACS_0637-62A_3303,104.544115,-65.750744,3014.304,M
RACS_0637-62A_3302,104.560916,-65.747566,3014.304,M
RACS_0637-62A_3301,104.549217,-65.748034,3014.304,M
RACS_0637-62A_3304,104.557323,-65.749753,3014.304,M
RACS_0637-62A_3668,102.980908,-60.374203,1921.991,M
RACS_0637-62A_3669,102.924183,-60.350314,1921.991,M
RACS_0637-62A_3665,102.986957,-60.377867,1921.991,M
RACS_0637-62A_3666,102.971029,-60.362644,1921.991,M
RACS_0637-62A_3667,103.020154,-60.398263,1921.991,M
RACS_0637-62A_3664,102.936344,-60.35309,1921.991,M
RACS_0637-62A_3670,103.009505,-60.381673,1921.991,M
RACS_0637-62A_3662,102.963512,-60.362614,1921.991,M
RACS_0637-62A_3661,102.971745,-60.366638,1921.991,M
RACS_0637-62A_3660,102.98684,-60.373374,1921.991,M
RACS_0637-62A_3663,102.996656,-60.385351,1921.991,M
RACS_0637-62A_7398,96.385359,-64.988975,1200.359,M
RACS_0637-62A_7399,96.380151,-64.992028,1200.359,M
RACS_0637-62A_7400,96.387565,-64.985845,1200.359,M
RACS_0637-62A_7539,95.959074,-64.606425,1041.465,M
RACS_0637-62A_7534,95.899367,-64.578897,1041.465,M
RACS_0637-62A_12268,96.068714,-64.656306,1041.465,M
RACS_0637-62A_12267,96.055185,-64.692997,1041.465,M
RACS_0637-62A_7533,95.867764,-64.568643,1041.465,M
RACS_0637-62A_7532,95.921858,-64.58778,1041.465,M
RACS_0637-62A_7538,95.695322,-64.499235,1041.465,M
RACS_0637-62A_7537,95.994379,-64.625853,1041.465,M
RACS_0637-62A_7535,95.715641,-64.490831,1041.465,M
RACS_0637-62A_7536,95.833509,-64.559724,1041.465,M
RACS_0637-62A_7540,96.119624,-64.660471,1041.465,M
RACS_0637-62A_7650,96.184552,-62.676629,1240.363,M
RACS_0637-62A_7653,96.191339,-62.674569,1240.363,M
RACS_0637-62A_7651,96.184947,-62.669296,1240.363,M
RACS_0637-62A_7652,96.186329,-62.679696,1240.363,M
RACS_0637-62A_8280,95.470782,-59.585895,1189.749,S
RACS_0638-37A_3174,102.047992,-39.944509,3885.927,M
RACS_0638-37A_3173,102.045891,-39.938892,3885.927,M
RACS_0638-37A_3170,102.050338,-39.96965,3885.927,M
RACS_0638-37A_3169,102.037136,-39.948346,3885.927,M
RACS_0638-37A_3172,102.057287,-39.962,3885.927,M
RACS_0638-37A_3167,102.045098,-39.947004,3885.927,M
RACS_0638-37A_3166,102.045883,-39.935749,3885.927,M
RACS_0638-37A_3165,102.062675,-39.958184,3885.927,M
RACS_0638-37A_3164,102.049851,-39.96647,3885.927,M
RACS_0638-37A_3168,102.050405,-39.959904,3885.927,M
RACS_0638-37A_3171,102.045666,-39.958563,3885.927,M
RACS_0638-37A_4572,100.322796,-35.907934,1311.29,M
RACS_0638-37A_4573,100.326992,-35.910258,1311.29,M
RACS_0638-37A_4574,100.323221,-35.905896,1311.29,M
RACS_0638-37A_7769,96.793836,-35.482955,6412.931,M
RACS_0638-37A_7784,96.744187,-35.478886,6412.931,M
RACS_0638-37A_7783,96.791681,-35.495263,6412.931,M
RACS_0638-37A_7782,96.784321,-35.4896,6412.931,M
RACS_0638-37A_7781,96.801592,-35.507969,6412.931,M
RACS_0638-37A_7780,96.773448,-35.479004,6412.931,M
RACS_0638-37A_7779,96.809452,-35.484612,6412.931,M
RACS_0638-37A_7778,96.786761,-35.480521,6412.931,M
RACS_0638-37A_7776,96.760022,-35.487847,6412.931,M
RACS_0638-37A_7775,96.803477,-35.484697,6412.931,M
RACS_0638-37A_7774,96.78082,-35.490377,6412.931,M
RACS_0638-37A_7773,96.768321,-35.482953,6412.931,M
RACS_0638-37A_7772,96.758666,-35.482746,6412.931,M
RACS_0638-37A_7771,96.778234,-35.487844,6412.931,M
RACS_0638-37A_7770,96.784092,-35.484794,6412.931,M
RACS_0638-37A_7777,96.765993,-35.496096,6412.931,M
RACS_0641-43A_4531,101.093675,-43.785258,2673.74,M
RACS_0641-43A_4530,101.108094,-43.73841,2673.74,M
RACS_0641-43A_4511,101.102628,-43.735487,2673.74,M
RACS_0641-43A_4543,101.103788,-43.74373,2673.74,M
RACS_0641-43A_4542,101.117119,-43.73185,2673.74,M
RACS_0641-43A_4541,101.097399,-43.776405,2673.74,M
RACS_0641-43A_4540,101.108979,-43.728934,2673.74,M
RACS_0641-43A_4539,101.121044,-43.722907,2673.74,M
RACS_0641-43A_4538,101.110552,-43.724812,2673.74,M
RACS_0641-43A_4537,101.10096,-43.722816,2673.74,M
RACS_0641-43A_4536,101.104622,-43.7629,2673.74,M
RACS_0641-43A_4535,101.124677,-43.769624,2673.74,M
RACS_0641-43A_4534,101.116061,-43.749227,2673.74,M
RACS_0641-43A_4533,101.093537,-43.73983,2673.74,M
RACS_0641-43A_4529,101.118818,-43.734282,2673.74,M
RACS_0641-43A_4528,101.101932,-43.745552,2673.74,M
RACS_0641-43A_4527,101.089229,-43.721905,2673.74,M
RACS_0641-43A_4526,101.094201,-43.774078,2673.74,M
RACS_0641-43A_4525,101.116903,-43.723348,2673.74,M
RACS_0641-43A_4524,101.104215,-43.731155,2673.74,M
RACS_0641-43A_4523,101.109715,-43.772706,2673.74,M
RACS_0641-43A_4522,101.086887,-43.753005,2673.74,M
RACS_0641-43A_4521,101.110335,-43.715778,2673.74,M
RACS_0641-43A_4520,101.086853,-43.737827,2673.74,M
RACS_0641-43A_4519,101.112745,-43.723603,2673.74,M
RACS_0641-43A_4518,101.093589,-43.759197,2673.74,M
RACS_0641-43A_4517,101.109461,-43.774808,2673.74,M
RACS_0641-43A_4516,101.101785,-43.74267,2673.74,M
RACS_0641-43A_4515,101.105123,-43.725679,2673.74,M
RACS_0641-43A_4514,101.095887,-43.783436,2673.74,M
RACS_0641-43A_4513,101.092737,-43.734888,2673.74,M
RACS_0641-43A_4512,101.124704,-43.764075,2673.74,M
RACS_0641-43A_4510,101.115451,-43.719306,2673.74,M
RACS_0641-43A_4532,101.104772,-43.780941,2673.74,M
RACS_0641-43A_4764,100.821001,-45.922087,1677.892,M
RACS_0641-43A_10039,100.811748,-45.928729,1677.892,M
RACS_0641-43A_10037,100.830382,-45.915274,1677.892,M
RACS_0641-43A_5622,99.688761,-43.025967,1245.208,S
RACS_0642-56A_3529,103.17234,-56.713287,1919.31,M
RACS_0642-56A_3530,103.170964,-56.715831,1919.31,M
RACS_0642-56A_3793,102.5921,-55.832893,1705.284,M
RACS_0642-56A_3792,102.580838,-55.802297,1705.284,M
RACS_0642-56A_3791,102.591027,-55.803503,1705.284,M
RACS_0642-56A_3790,102.595582,-55.844607,1705.284,M
RACS_0642-56A_3789,102.589388,-55.834386,1705.284,M
RACS_0642-56A_3788,102.586505,-55.812608,1705.284,M
RACS_0642-56A_3795,102.594197,-55.850103,1705.284,M
RACS_0642-56A_3794,102.584915,-55.845312,1705.284,M
RACS_0642-56A_4923,100.563002,-55.399839,1061.91,M
RACS_0642-56A_4924,100.563263,-55.397421,1061.91,M
RACS_0642-56A_7204,96.675424,-54.525648,5501.777,M
RACS_0642-56A_7203,96.693971,-54.531165,5501.777,M
RACS_0642-56A_7199,96.668675,-54.527946,5501.777,M
RACS_0642-56A_7198,96.700026,-54.568492,5501.777,M
RACS_0642-56A_7202,96.705025,-54.570746,5501.777,M
RACS_0642-56A_7200,96.703055,-54.536964,5501.777,M
RACS_0642-56A_7215,96.719261,-54.551895,5501.777,M
RACS_0642-56A_7214,96.660795,-54.513758,5501.777,M
RACS_0642-56A_7201,96.705549,-54.552657,5501.777,M
RACS_0642-56A_7212,96.689244,-54.541477,5501.777,M
RACS_0642-56A_7211,96.698301,-54.569682,5501.777,M
RACS_0642-56A_7210,96.68572,-54.52613,5501.777,M
RACS_0642-56A_7205,96.698941,-54.561524,5501.777,M
RACS_0642-56A_7206,96.710652,-54.594143,5501.777,M
RACS_0642-56A_7207,96.673486,-54.515971,5501.777,M
RACS_0642-56A_7208,96.70507,-54.55908,5501.777,M
RACS_0642-56A_7213,96.676788,-54.518059,5501.777,M
RACS_0642-56A_7209,96.697294,-54.53188,5501.777,M
RACS_0642-56A_7307,96.588402,-53.685937,11221.343,M
RACS_0642-56A_7320,96.569814,-53.690671,11221.343,M
RACS_0642-56A_7319,96.593104,-53.697858,11221.343,M
RACS_0642-56A_7318,96.586382,-53.706747,11221.343,M
RACS_0642-56A_7308,96.610027,-53.703277,11221.343,M
RACS_0642-56A_7316,96.58784,-53.673162,11221.343,M
RACS_0642-56A_7312,96.597114,-53.699864,11221.343,M
RACS_0642-56A_7311,96.618449,-53.714152,11221.343,M
RACS_0642-56A_7310,96.580294,-53.659138,11221.343,M
RACS_0642-56A_7309,96.586528,-53.697425,11221.343,M
RACS_0642-56A_7314,96.586675,-53.682949,11221.343,M
RACS_0642-56A_7317,96.618497,-53.704623,11221.343,M
RACS_0642-56A_7313,96.594808,-53.680395,11221.343,M
RACS_0642-56A_7315,96.602175,-53.703583,11221.343,M
RACS_0644+12A_1384,103.950973,10.716376,1311.908,M
RACS_0644+12A_1385,103.951248,10.718677,1311.908,M
RACS_0644+12A_2383,102.753259,15.311614,1233.806,M
RACS_0644+12A_2384,102.757389,15.312454,1233.806,M
RACS_0644+12A_2385,102.733649,15.315881,1233.806,M
RACS_0644+12A_2386,102.738858,15.316689,1233.806,M
RACS_0644+12A_2382,102.7408,15.313651,1233.806,M
RACS_0644+12A_2387,102.752223,15.316236,1233.806,M
RACS_0644+12A_2836,102.171026,14.67262,1478.295,S
RACS_0644-12A_7438,103.700491,-13.159498,1466.39,M
RACS_0644-12A_1262,103.709927,-13.158291,1466.39,M
RACS_0644-12A_7437,103.719048,-13.158042,1466.39,M
RACS_0644-12A_1555,103.306623,-12.4862,1304.364,M
RACS_0644-12A_1552,103.30954,-12.477863,1304.364,M
RACS_0644-12A_1553,103.323718,-12.502997,1304.364,M
RACS_0644-12A_1556,103.322395,-12.491953,1304.364,M
RACS_0644-12A_1557,103.312788,-12.482231,1304.364,M
RACS_0644-12A_1554,103.320363,-12.495735,1304.364,M
RACS_0644-12A_2355,102.23126,-14.894785,1058.69,M
RACS_0644-12A_2356,102.234872,-14.891778,1058.69,M
RACS_0644-12A_2998,101.433782,-15.839777,2174.479,M
RACS_0644-12A_2999,101.434798,-15.834488,2174.479,M
RACS_0644-12A_3000,101.4345,-15.837099,2174.479,M
